ID,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1
321,0,0,0,2,System.Byte[],321,0,0,0,0,0,System.Byte[]
322,0,0,0,2,System.Byte[],322,0,0,0,0,0,System.Byte[]
331,0,0,0,2,System.Byte[],331,0,0,0,0,0,System.Byte[]
332,0,0,0,2,System.Byte[],332,0,0,0,0,0,System.Byte[]
336,0,0,0,2,System.Byte[],336,0,0,0,0,0,System.Byte[]
337,0,0,0,2,System.Byte[],337,0,0,0,0,0,System.Byte[]
900,0,0,0,0,System.Byte[],900,0,0,0,0,0,System.Byte[]
901,0,0,0,0,System.Byte[],901,0,0,0,0,0,System.Byte[]
1000,40200,300,2,1,System.Byte[],4020200,0,0,0,6,0,System.Byte[]
1001,40200,300,2,1,System.Byte[],4020203,0,0,0,6,0,System.Byte[]
1010,13100,700,2,1,System.Byte[],1310700,0,0,0,6,0,System.Byte[]
1011,13100,710,2,1,System.Byte[],1310710,0,0,0,6,0,System.Byte[]
1020,40500,990,2,0,System.Byte[],1020,0,0,0,6,0,System.Byte[]
1040,21500,30,2,1,System.Byte[],2150030,0,0,0,6,0,System.Byte[]
1045,32510,912,2,1,System.Byte[],3251912,0,0,0,6,0,System.Byte[]
1050,39100,115,2,1,System.Byte[],3910115,0,0,0,6,0,System.Byte[]
1051,36610,170,2,1,System.Byte[],3661170,0,0,0,6,0,System.Byte[]
1052,36610,190,2,1,System.Byte[],3661190,0,0,0,6,0,System.Byte[]
1060,45200,400,2,1,System.Byte[],4520400,0,0,0,6,0,System.Byte[]
1070,47100,600,2,1,System.Byte[],4710600,0,0,0,6,0,System.Byte[]
1071,47100,605,2,1,System.Byte[],4710605,0,0,0,6,0,System.Byte[]
1080,45600,520,2,1,System.Byte[],4560520,0,0,0,6,0,System.Byte[]
1090,45100,840,2,1,System.Byte[],4510840,0,0,0,6,0,System.Byte[]
1100,36500,305,2,1,System.Byte[],3650305,0,0,0,6,0,System.Byte[]
1120,42100,860,2,1,System.Byte[],4210860,0,0,0,6,0,System.Byte[]
1130,0,0,0,1,System.Byte[],4510980,0,0,0,0,0,System.Byte[]
1131,0,0,0,1,System.Byte[],4510960,0,0,0,0,0,System.Byte[]
1132,37000,573,2,1,System.Byte[],3700573,0,0,0,6,0,System.Byte[]
1990,42010,920,2,0,System.Byte[],4201920,0,0,0,6,0,System.Byte[]
2000,0,0,0,1,System.Byte[],2041,0,0,0,6,0,System.Byte[]
2100,0,0,0,1,System.Byte[],1000,0,0,0,6,0,System.Byte[]
3000,0,0,0,0,System.Byte[],3000,0,0,0,0,0,System.Byte[]
3001,0,0,0,0,System.Byte[],3001,0,0,0,0,0,System.Byte[]
3002,0,0,0,0,System.Byte[],3002,0,0,0,0,0,System.Byte[]
3003,0,0,0,0,System.Byte[],3003,0,0,0,0,0,System.Byte[]
3004,0,0,0,0,System.Byte[],3004,0,0,0,0,0,System.Byte[]
3010,0,0,0,0,System.Byte[],3010,0,0,0,0,0,System.Byte[]
3011,0,0,0,0,System.Byte[],3011,0,0,0,0,0,System.Byte[]
3012,0,0,0,0,System.Byte[],3012,0,0,0,0,0,System.Byte[]
3013,0,0,0,0,System.Byte[],3013,0,0,0,0,0,System.Byte[]
3020,0,0,0,0,System.Byte[],3020,0,0,0,0,0,System.Byte[]
3021,0,0,0,0,System.Byte[],3021,0,0,0,0,0,System.Byte[]
3022,0,0,0,0,System.Byte[],3022,0,0,0,0,0,System.Byte[]
3023,0,0,0,0,System.Byte[],3023,0,0,0,0,0,System.Byte[]
3030,0,0,0,0,System.Byte[],3030,0,0,0,0,0,System.Byte[]
3031,0,0,0,0,System.Byte[],3031,0,0,0,0,0,System.Byte[]
3032,0,0,0,0,System.Byte[],3032,0,0,0,0,0,System.Byte[]
3033,0,0,0,0,System.Byte[],3033,0,0,0,0,0,System.Byte[]
3040,0,0,0,0,System.Byte[],3040,0,0,0,0,0,System.Byte[]
3041,0,0,0,0,System.Byte[],3041,0,0,0,0,0,System.Byte[]
3042,0,0,0,0,System.Byte[],3042,0,0,0,0,0,System.Byte[]
3043,0,0,0,0,System.Byte[],3043,0,0,0,0,0,System.Byte[]
3050,0,0,0,0,System.Byte[],3050,0,0,0,0,0,System.Byte[]
3051,0,0,0,0,System.Byte[],3051,0,0,0,0,0,System.Byte[]
3052,0,0,0,0,System.Byte[],3052,0,0,0,0,0,System.Byte[]
3053,0,0,0,0,System.Byte[],3053,0,0,0,0,0,System.Byte[]
3060,0,0,0,0,System.Byte[],3060,0,0,0,0,0,System.Byte[]
3061,0,0,0,0,System.Byte[],3061,0,0,0,0,0,System.Byte[]
3062,0,0,0,0,System.Byte[],3062,0,0,0,0,0,System.Byte[]
3070,0,0,0,0,System.Byte[],3070,0,0,0,0,0,System.Byte[]
3071,0,0,0,0,System.Byte[],3071,0,0,0,0,0,System.Byte[]
3072,0,0,0,0,System.Byte[],3072,0,0,0,0,0,System.Byte[]
3073,0,0,0,0,System.Byte[],3073,0,0,0,0,0,System.Byte[]
3090,0,0,0,0,System.Byte[],3090,0,0,0,0,0,System.Byte[]
3091,0,0,0,0,System.Byte[],3091,0,0,0,0,0,System.Byte[]
3092,0,0,0,0,System.Byte[],3092,0,0,0,0,0,System.Byte[]
3093,0,0,0,0,System.Byte[],3093,0,0,0,0,0,System.Byte[]
3100,0,0,0,0,System.Byte[],3100,0,0,0,0,0,System.Byte[]
3101,0,0,0,0,System.Byte[],3101,0,0,0,0,0,System.Byte[]
3102,0,0,0,0,System.Byte[],3102,0,0,0,0,0,System.Byte[]
3103,0,0,0,0,System.Byte[],3103,0,0,0,0,0,System.Byte[]
3104,0,0,0,0,System.Byte[],3104,0,0,0,0,0,System.Byte[]
3105,0,0,0,0,System.Byte[],3105,0,0,0,0,0,System.Byte[]
3106,0,0,0,0,System.Byte[],3106,0,0,0,0,0,System.Byte[]
3107,0,0,0,0,System.Byte[],3107,0,0,0,0,0,System.Byte[]
3108,0,0,0,0,System.Byte[],3108,0,0,0,0,0,System.Byte[]
3110,0,0,0,0,System.Byte[],3110,0,0,0,0,0,System.Byte[]
3111,0,0,0,0,System.Byte[],3111,0,0,0,0,0,System.Byte[]
3112,0,0,0,0,System.Byte[],3112,0,0,0,0,0,System.Byte[]
3113,0,0,0,0,System.Byte[],3113,0,0,0,0,0,System.Byte[]
3114,0,0,0,0,System.Byte[],3114,0,0,0,0,0,System.Byte[]
3115,0,0,0,0,System.Byte[],3115,0,0,0,0,0,System.Byte[]
3116,0,0,0,0,System.Byte[],3116,0,0,0,0,0,System.Byte[]
3117,0,0,0,0,System.Byte[],3117,0,0,0,0,0,System.Byte[]
3120,0,0,0,0,System.Byte[],3120,0,0,0,0,0,System.Byte[]
3121,0,0,0,0,System.Byte[],3121,0,0,0,0,0,System.Byte[]
3122,0,0,0,0,System.Byte[],3122,0,0,0,0,0,System.Byte[]
3123,0,0,0,0,System.Byte[],3123,0,0,0,0,0,System.Byte[]
3130,0,0,0,0,System.Byte[],3130,0,0,0,0,0,System.Byte[]
3131,0,0,0,0,System.Byte[],3131,0,0,0,0,0,System.Byte[]
3132,0,0,0,0,System.Byte[],3132,0,0,0,0,0,System.Byte[]
3133,0,0,0,0,System.Byte[],3133,0,0,0,0,0,System.Byte[]
3140,0,0,0,0,System.Byte[],3140,0,0,0,0,0,System.Byte[]
3141,0,0,0,0,System.Byte[],3141,0,0,0,0,0,System.Byte[]
3142,0,0,0,0,System.Byte[],3142,0,0,0,0,0,System.Byte[]
3143,0,0,0,0,System.Byte[],3143,0,0,0,0,0,System.Byte[]
3150,0,0,0,0,System.Byte[],3150,0,0,0,0,0,System.Byte[]
3151,0,0,0,0,System.Byte[],3151,0,0,0,0,0,System.Byte[]
3152,0,0,0,0,System.Byte[],3152,0,0,0,0,0,System.Byte[]
3153,0,0,0,0,System.Byte[],3153,0,0,0,0,0,System.Byte[]
3160,0,0,0,0,System.Byte[],3160,0,0,0,0,0,System.Byte[]
3161,0,0,0,0,System.Byte[],3161,0,0,0,0,0,System.Byte[]
3162,0,0,0,0,System.Byte[],3162,0,0,0,0,0,System.Byte[]
3200,0,0,0,0,System.Byte[],3200,0,0,0,0,0,System.Byte[]
3201,0,0,0,0,System.Byte[],3201,0,0,0,0,0,System.Byte[]
3202,0,0,0,0,System.Byte[],3202,0,0,0,0,0,System.Byte[]
3203,0,0,0,0,System.Byte[],3203,0,0,0,0,0,System.Byte[]
3210,0,0,0,0,System.Byte[],3210,0,0,0,0,0,System.Byte[]
3211,0,0,0,0,System.Byte[],3211,0,0,0,0,0,System.Byte[]
3212,0,0,0,0,System.Byte[],3212,0,0,0,0,0,System.Byte[]
3213,0,0,0,0,System.Byte[],3213,0,0,0,0,0,System.Byte[]
3300,0,0,0,0,System.Byte[],3300,0,0,0,0,0,System.Byte[]
3301,0,0,0,0,System.Byte[],3301,0,0,0,0,0,System.Byte[]
3302,0,0,0,0,System.Byte[],3302,0,0,0,0,0,System.Byte[]
3303,0,0,0,0,System.Byte[],3303,0,0,0,0,0,System.Byte[]
3304,0,0,0,0,System.Byte[],3304,0,0,0,0,0,System.Byte[]
3305,0,0,0,0,System.Byte[],3305,0,0,0,0,0,System.Byte[]
3306,0,0,0,0,System.Byte[],3306,0,0,0,0,0,System.Byte[]
3310,0,0,0,0,System.Byte[],3210,0,0,0,0,0,System.Byte[]
3311,0,0,0,0,System.Byte[],3311,0,0,0,0,0,System.Byte[]
3312,0,0,0,0,System.Byte[],3312,0,0,0,0,0,System.Byte[]
3313,0,0,0,0,System.Byte[],3313,0,0,0,0,0,System.Byte[]
3320,0,0,0,0,System.Byte[],3320,0,0,0,0,0,System.Byte[]
3321,0,0,0,0,System.Byte[],3321,0,0,0,0,0,System.Byte[]
3322,0,0,0,0,System.Byte[],3322,0,0,0,0,0,System.Byte[]
3323,0,0,0,0,System.Byte[],3323,0,0,0,0,0,System.Byte[]
3330,0,0,0,0,System.Byte[],3330,0,0,0,0,0,System.Byte[]
3331,0,0,0,0,System.Byte[],3331,0,0,0,0,0,System.Byte[]
3332,0,0,0,0,System.Byte[],3332,0,0,0,0,0,System.Byte[]
3333,0,0,0,0,System.Byte[],3333,0,0,0,0,0,System.Byte[]
3340,0,0,0,0,System.Byte[],3340,0,0,0,0,0,System.Byte[]
3341,0,0,0,0,System.Byte[],3341,0,0,0,0,0,System.Byte[]
3342,0,0,0,0,System.Byte[],3342,0,0,0,0,0,System.Byte[]
3343,0,0,0,0,System.Byte[],3343,0,0,0,0,0,System.Byte[]
3400,0,0,0,0,System.Byte[],3400,0,0,0,0,0,System.Byte[]
3401,0,0,0,0,System.Byte[],3401,0,0,0,0,0,System.Byte[]
3402,0,0,0,0,System.Byte[],3402,0,0,0,0,0,System.Byte[]
3403,0,0,0,0,System.Byte[],3403,0,0,0,0,0,System.Byte[]
3404,0,0,0,0,System.Byte[],3404,0,0,0,0,0,System.Byte[]
3405,0,0,0,0,System.Byte[],3405,0,0,0,0,0,System.Byte[]
3406,0,0,0,0,System.Byte[],3406,0,0,0,0,0,System.Byte[]
3410,0,0,0,0,System.Byte[],3410,0,0,0,0,0,System.Byte[]
3411,0,0,0,0,System.Byte[],3411,0,0,0,0,0,System.Byte[]
3412,0,0,0,0,System.Byte[],3412,0,0,0,0,0,System.Byte[]
3413,0,0,0,0,System.Byte[],3413,0,0,0,0,0,System.Byte[]
3420,0,0,0,0,System.Byte[],3420,0,0,0,0,0,System.Byte[]
3421,0,0,0,0,System.Byte[],3421,0,0,0,0,0,System.Byte[]
3422,0,0,0,0,System.Byte[],3422,0,0,0,0,0,System.Byte[]
3423,0,0,0,0,System.Byte[],3423,0,0,0,0,0,System.Byte[]
3430,0,0,0,0,System.Byte[],3430,0,0,0,0,0,System.Byte[]
3431,0,0,0,0,System.Byte[],3431,0,0,0,0,0,System.Byte[]
3432,0,0,0,0,System.Byte[],3432,0,0,0,0,0,System.Byte[]
3433,0,0,0,0,System.Byte[],3433,0,0,0,0,0,System.Byte[]
3440,0,0,0,0,System.Byte[],3440,0,0,0,0,0,System.Byte[]
3441,0,0,0,0,System.Byte[],3441,0,0,0,0,0,System.Byte[]
3442,0,0,0,0,System.Byte[],3442,0,0,0,0,0,System.Byte[]
3443,0,0,0,0,System.Byte[],3443,0,0,0,0,0,System.Byte[]
3500,0,0,0,1,System.Byte[],30,0,0,0,0,0,System.Byte[]
3600,0,0,0,1,System.Byte[],40,0,0,0,0,0,System.Byte[]
4000,0,0,0,0,System.Byte[],4000,0,0,0,0,0,System.Byte[]
5100,0,0,0,0,System.Byte[],5100,0,0,0,0,0,System.Byte[]
7000,0,0,0,1,System.Byte[],1024,0,0,0,0,0,System.Byte[]
9900,0,0,0,1,System.Byte[],9900,0,0,0,0,0,System.Byte[]
9902,0,0,0,1,System.Byte[],9902,0,0,0,0,0,System.Byte[]
9910,0,0,0,1,System.Byte[],9910,0,0,0,0,0,System.Byte[]
9930,0,0,0,1,System.Byte[],9930,0,0,0,0,0,System.Byte[]
9950,0,0,0,1,System.Byte[],9950,0,0,0,0,0,System.Byte[]
9960,0,0,0,0,System.Byte[],9960,0,0,0,0,0,System.Byte[]
9961,0,0,0,0,System.Byte[],9961,0,0,0,0,0,System.Byte[]
9962,0,0,0,0,System.Byte[],9962,0,0,0,0,0,System.Byte[]
9963,0,0,0,0,System.Byte[],9963,0,0,0,0,0,System.Byte[]
9970,0,0,0,0,System.Byte[],9970,0,0,0,0,0,System.Byte[]
9971,0,0,0,0,System.Byte[],9971,0,0,0,0,0,System.Byte[]
100100,0,0,0,1,System.Byte[],100100,0,0,0,0,0,System.Byte[]
100200,0,0,0,1,System.Byte[],100200,0,0,0,0,0,System.Byte[]
100202,0,0,0,1,System.Byte[],100202,0,0,0,0,0,System.Byte[]
100300,0,0,0,1,System.Byte[],100300,0,0,0,0,0,System.Byte[]
100400,0,0,0,1,System.Byte[],100400,0,0,0,0,0,System.Byte[]
100401,0,0,0,1,System.Byte[],100401,0,0,0,0,0,System.Byte[]
100500,0,0,0,1,System.Byte[],100500,0,0,0,0,0,System.Byte[]
100501,0,0,0,1,System.Byte[],100501,0,0,0,0,0,System.Byte[]
100600,0,0,0,0,System.Byte[],100600,0,0,0,0,0,System.Byte[]
100700,0,0,0,0,System.Byte[],100700,0,0,0,0,0,System.Byte[]
100701,0,0,0,0,System.Byte[],100701,0,0,0,0,0,System.Byte[]
100800,0,0,0,1,System.Byte[],100800,0,0,0,0,0,System.Byte[]
100900,0,0,0,1,System.Byte[],100900,0,0,0,0,0,System.Byte[]
100910,0,0,0,1,System.Byte[],100910,0,0,0,0,0,System.Byte[]
100912,0,0,0,1,System.Byte[],100912,0,0,0,0,0,System.Byte[]
100915,0,0,0,1,System.Byte[],100915,0,0,0,0,0,System.Byte[]
100916,0,0,0,1,System.Byte[],100916,0,0,0,0,0,System.Byte[]
100920,0,0,0,1,System.Byte[],100920,0,0,0,0,0,System.Byte[]
100930,0,0,0,1,System.Byte[],100930,0,0,0,0,0,System.Byte[]
101000,0,0,0,1,System.Byte[],101000,0,0,0,0,0,System.Byte[]
101100,0,0,0,1,System.Byte[],101100,0,0,0,0,0,System.Byte[]
101102,0,0,0,1,System.Byte[],101102,0,0,0,0,0,System.Byte[]
101105,0,0,0,1,System.Byte[],101105,0,0,0,0,0,System.Byte[]
101107,0,0,0,1,System.Byte[],101107,0,0,0,0,0,System.Byte[]
101110,0,0,0,0,System.Byte[],101110,0,0,0,0,0,System.Byte[]
101112,0,0,0,1,System.Byte[],101110,0,0,0,0,0,System.Byte[]
101120,0,0,0,1,System.Byte[],101120,0,0,0,0,0,System.Byte[]
102000,0,0,0,1,System.Byte[],102000,0,0,0,0,0,System.Byte[]
102001,0,0,0,1,System.Byte[],102001,0,0,0,0,0,System.Byte[]
102010,0,0,0,1,System.Byte[],102010,0,0,0,0,0,System.Byte[]
102100,0,0,0,1,System.Byte[],102100,0,0,0,0,0,System.Byte[]
102102,0,0,0,1,System.Byte[],102102,0,0,0,0,0,System.Byte[]
103000,0,0,0,0,System.Byte[],103000,0,0,0,0,0,System.Byte[]
104000,0,0,0,0,System.Byte[],104000,0,0,0,0,0,System.Byte[]
149400,0,0,0,1,System.Byte[],149400,0,0,0,0,0,System.Byte[]
149500,0,0,0,0,System.Byte[],149500,0,0,0,0,0,System.Byte[]
170000,0,0,0,1,System.Byte[],170000,0,0,0,0,0,System.Byte[]
170001,0,0,0,1,System.Byte[],170001,0,0,0,0,0,System.Byte[]
170002,0,0,0,1,System.Byte[],170002,0,0,0,0,0,System.Byte[]
170003,0,0,0,1,System.Byte[],170003,0,0,0,0,0,System.Byte[]
200100,0,0,0,0,System.Byte[],200100,0,0,0,0,0,System.Byte[]
200105,0,0,0,0,System.Byte[],200105,0,0,0,0,0,System.Byte[]
200200,0,0,0,1,System.Byte[],200200,0,0,0,0,0,System.Byte[]
200300,0,0,0,1,System.Byte[],200300,0,0,0,0,0,System.Byte[]
200400,0,0,0,0,System.Byte[],200400,0,0,0,0,0,System.Byte[]
200500,0,0,0,0,System.Byte[],200500,0,0,0,0,0,System.Byte[]
235000,0,0,0,1,System.Byte[],235000,0,0,0,0,0,System.Byte[]
240000,0,0,0,1,System.Byte[],240000,0,0,0,6,0,System.Byte[]
240001,0,0,0,1,System.Byte[],240001,0,0,0,6,0,System.Byte[]
280000,0,0,0,0,System.Byte[],280000,0,0,0,0,0,System.Byte[]
280100,0,0,0,0,System.Byte[],280100,0,0,0,0,0,System.Byte[]
290000,0,0,0,1,System.Byte[],290000,0,0,0,6,0,System.Byte[]
290001,0,0,0,1,System.Byte[],290001,0,0,0,6,0,System.Byte[]
300002,0,0,0,1,System.Byte[],300002,0,0,0,0,0,System.Byte[]
201200100,1200,100,2,1,System.Byte[],120100,0,0,0,6,0,System.Byte[]
201200101,1200,101,2,1,System.Byte[],120101,0,0,0,6,0,System.Byte[]
201200105,1200,105,2,1,System.Byte[],120105,0,0,0,6,0,System.Byte[]
201200110,1200,110,2,1,System.Byte[],120110,0,0,0,6,0,System.Byte[]
201200111,1200,111,2,1,System.Byte[],120111,0,0,0,6,0,System.Byte[]
201200115,1200,115,2,1,System.Byte[],120115,0,0,0,6,0,System.Byte[]
201200120,1200,120,2,1,System.Byte[],120120,0,0,0,6,0,System.Byte[]
201200121,1200,121,2,1,System.Byte[],120121,0,0,0,6,0,System.Byte[]
201200122,1200,122,2,1,System.Byte[],120122,0,0,0,6,0,System.Byte[]
201200125,1200,125,2,1,System.Byte[],120125,0,0,0,6,0,System.Byte[]
201200150,1200,150,2,1,System.Byte[],120150,0,0,0,6,0,System.Byte[]
201200151,1200,151,2,1,System.Byte[],120151,0,0,0,6,0,System.Byte[]
201200155,1200,155,2,1,System.Byte[],120155,0,0,0,6,0,System.Byte[]
201200160,1200,160,2,1,System.Byte[],120160,0,0,0,6,0,System.Byte[]
201200161,1200,161,2,1,System.Byte[],120161,0,0,0,6,0,System.Byte[]
201200165,1200,165,2,1,System.Byte[],120165,0,0,0,6,0,System.Byte[]
201200170,1200,170,2,1,System.Byte[],120170,0,0,0,6,0,System.Byte[]
201200171,1200,171,2,1,System.Byte[],120171,0,0,0,6,0,System.Byte[]
201200172,1200,172,2,1,System.Byte[],120172,0,0,0,6,0,System.Byte[]
201200175,1200,175,2,1,System.Byte[],120175,0,0,0,6,0,System.Byte[]
201200200,1200,200,2,1,System.Byte[],120200,0,0,0,6,0,System.Byte[]
201200201,1200,201,2,1,System.Byte[],120201,0,0,0,6,0,System.Byte[]
220100100,20100,100,2,0,System.Byte[],2010100,0,0,0,6,0,System.Byte[]
220100110,20100,110,2,0,System.Byte[],2010110,0,0,0,6,0,System.Byte[]
220100120,20100,120,2,0,System.Byte[],2010120,0,0,0,6,0,System.Byte[]
220100130,20100,130,2,0,System.Byte[],2010130,0,0,0,6,0,System.Byte[]
220100131,20100,131,2,0,System.Byte[],2010131,0,0,0,6,0,System.Byte[]
220100140,20100,140,2,0,System.Byte[],2010140,0,0,0,6,0,System.Byte[]
220100180,20100,180,2,0,System.Byte[],2010180,0,0,0,6,0,System.Byte[]
220100190,20100,190,2,0,System.Byte[],2010190,0,0,0,6,0,System.Byte[]
220100191,20100,191,2,0,System.Byte[],2010191,0,0,0,6,0,System.Byte[]
220100200,20100,200,2,0,System.Byte[],2010200,0,0,0,6,0,System.Byte[]
220100201,20100,201,2,0,System.Byte[],2010201,0,0,0,6,0,System.Byte[]
220100210,20100,210,2,0,System.Byte[],2010210,0,0,0,6,0,System.Byte[]
220100230,20100,230,2,0,System.Byte[],2010230,0,0,0,6,0,System.Byte[]
220100240,20100,240,2,1,System.Byte[],2010240,0,0,0,6,0,System.Byte[]
220100260,20100,260,2,0,System.Byte[],2010260,0,0,0,6,0,System.Byte[]
220100261,20100,261,2,0,System.Byte[],2010261,0,0,0,6,0,System.Byte[]
220100262,20100,262,2,0,System.Byte[],2010262,0,0,0,6,0,System.Byte[]
220100270,20100,270,2,0,System.Byte[],2010270,0,0,0,6,0,System.Byte[]
220100271,20100,271,2,1,System.Byte[],2010271,0,0,0,6,0,System.Byte[]
220100280,20100,280,2,1,System.Byte[],2010280,0,0,0,6,0,System.Byte[]
220100290,20100,290,2,0,System.Byte[],2010290,0,0,0,6,0,System.Byte[]
220100291,20100,291,2,0,System.Byte[],2010291,0,0,0,6,0,System.Byte[]
220100292,20100,292,2,0,System.Byte[],2010292,0,0,0,6,0,System.Byte[]
220100300,20100,300,2,0,System.Byte[],2010300,0,0,0,6,0,System.Byte[]
220100301,20100,301,2,0,System.Byte[],2010301,0,0,0,6,0,System.Byte[]
220100310,20100,310,2,0,System.Byte[],2010310,0,0,0,6,0,System.Byte[]
220100330,20100,330,2,0,System.Byte[],2010330,0,0,0,6,0,System.Byte[]
220100340,20100,340,2,0,System.Byte[],2010340,0,0,0,6,0,System.Byte[]
220300100,20300,100,2,1,System.Byte[],2030100,0,0,0,6,0,System.Byte[]
220300110,20300,110,2,1,System.Byte[],2030110,0,0,0,6,0,System.Byte[]
220300120,20300,120,2,1,System.Byte[],2030120,0,0,0,6,0,System.Byte[]
220300130,20300,130,2,1,System.Byte[],2030130,0,0,0,6,0,System.Byte[]
220300140,20300,140,2,1,System.Byte[],2030140,0,0,0,6,0,System.Byte[]
220300150,20300,150,2,1,System.Byte[],2030150,0,0,0,6,0,System.Byte[]
220310100,20310,100,2,1,System.Byte[],2031100,0,0,0,6,0,System.Byte[]
220310110,20310,110,2,1,System.Byte[],2031110,0,0,0,6,0,System.Byte[]
220310130,20310,130,2,1,System.Byte[],2031130,0,0,0,6,0,System.Byte[]
220310150,20310,150,2,1,System.Byte[],2031150,0,0,0,6,0,System.Byte[]
220310155,20310,155,2,1,System.Byte[],2031155,0,0,0,6,0,System.Byte[]
220310160,20310,160,2,1,System.Byte[],2031160,0,0,0,6,0,System.Byte[]
220310161,20310,161,2,1,System.Byte[],2031161,0,0,0,6,0,System.Byte[]
220310170,20310,170,2,1,System.Byte[],2031170,0,0,0,6,0,System.Byte[]
220310180,20310,180,2,1,System.Byte[],2031180,0,0,0,6,0,System.Byte[]
220310190,20310,190,2,1,System.Byte[],2031190,0,0,0,6,0,System.Byte[]
220310191,20310,191,2,1,System.Byte[],2031191,0,0,0,6,0,System.Byte[]
220310192,20310,192,2,1,System.Byte[],2031192,0,0,0,6,0,System.Byte[]
220310193,20310,193,2,1,System.Byte[],2031193,0,0,0,6,0,System.Byte[]
220310194,20310,194,2,1,System.Byte[],2031194,0,0,0,6,0,System.Byte[]
220310195,20310,195,2,1,System.Byte[],2031195,0,0,0,6,0,System.Byte[]
220310196,20310,196,2,1,System.Byte[],2031196,0,0,0,6,0,System.Byte[]
220310197,20310,197,2,1,System.Byte[],2031197,0,0,0,6,0,System.Byte[]
220310210,20310,210,2,1,System.Byte[],2031210,0,0,0,6,0,System.Byte[]
220310220,20310,220,2,0,System.Byte[],2031220,0,0,0,6,0,System.Byte[]
220310230,20310,230,2,0,System.Byte[],2031230,0,0,0,6,0,System.Byte[]
220310240,20310,240,2,0,System.Byte[],2031240,0,0,0,6,0,System.Byte[]
220310250,20310,250,2,1,System.Byte[],2031250,0,0,0,6,0,System.Byte[]
220310260,20310,260,2,0,System.Byte[],2031260,0,0,0,6,0,System.Byte[]
220310261,20310,261,2,0,System.Byte[],2031261,0,0,0,6,0,System.Byte[]
220310262,20310,262,2,0,System.Byte[],2031262,0,0,0,6,0,System.Byte[]
220310800,20310,800,2,0,System.Byte[],2031800,0,0,0,6,0,System.Byte[]
220400100,20400,100,2,1,System.Byte[],2040100,0,0,0,6,0,System.Byte[]
220400110,20400,110,2,1,System.Byte[],2040110,0,0,0,6,0,System.Byte[]
220400120,20400,120,2,1,System.Byte[],2040120,0,0,0,6,0,System.Byte[]
220400122,20400,122,2,1,System.Byte[],2040122,0,0,0,6,0,System.Byte[]
220400125,20400,125,2,1,System.Byte[],2040125,0,0,0,6,0,System.Byte[]
220400126,20400,126,2,1,System.Byte[],2040126,0,0,0,6,0,System.Byte[]
220400127,20400,127,2,1,System.Byte[],2040127,0,0,0,6,0,System.Byte[]
220400130,20400,130,2,0,System.Byte[],2040130,0,0,0,6,0,System.Byte[]
220400140,20400,140,2,1,System.Byte[],2040140,0,0,0,6,0,System.Byte[]
220400150,20400,150,2,0,System.Byte[],2040150,0,0,0,6,0,System.Byte[]
220400155,20400,155,2,1,System.Byte[],2040155,0,0,0,6,0,System.Byte[]
220400180,20400,180,2,1,System.Byte[],2040180,0,0,0,6,0,System.Byte[]
220400500,20400,500,2,0,System.Byte[],2040500,0,0,0,6,0,System.Byte[]
