ID,disableParam_NT,disableParamReserve1,disableParamReserve2,msgId,voiceId,spEffectId0,motionId0,spEffectId1,motionId1,returnPos,reactionId,eventId,msgId_female,voiceId_female,lipSyncStart,lipSyncTime,pad2,timeout,talkAnimationId,isForceDisp,pad3,pad1
2008070,0,0,System.Byte[],20080700,20080700,-1,-1,-1,-1,0,-1,-1,20080700,20080700,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2008080,0,0,System.Byte[],20080800,20080800,-1,-1,-1,-1,0,-1,-1,20080800,20080800,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2008900,0,0,System.Byte[],20089000,20089000,-1,-1,-1,-1,0,-1,-1,20089000,20089000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2009900,0,0,System.Byte[],20099000,20099000,-1,-1,-1,-1,0,-1,-1,20099000,20099000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2010900,0,0,System.Byte[],20109000,20109000,-1,-1,-1,-1,0,-1,-1,20109000,20109000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2012900,0,0,System.Byte[],20129000,20129000,-1,-1,-1,-1,0,-1,-1,20129000,20129000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2014000,0,0,System.Byte[],20140000,20140000,-1,-1,-1,-1,0,-1,-1,20140000,20140000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2014001,0,0,System.Byte[],20140010,20140010,-1,-1,-1,-1,0,-1,-1,20140010,20140010,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2014010,0,0,System.Byte[],20140100,20140100,-1,-1,-1,-1,0,-1,-1,20140100,20140100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2014520,0,0,System.Byte[],20145200,20145200,-1,-1,-1,-1,0,-1,-1,20145200,20145200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2014530,0,0,System.Byte[],20145300,20145300,-1,-1,-1,-1,0,-1,-1,20145300,20145300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2014900,0,0,System.Byte[],20149000,20149000,-1,-1,-1,-1,0,-1,-1,20149000,20149000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2016900,0,0,System.Byte[],20169000,20169000,-1,-1,-1,-1,0,-1,-1,20169000,20169000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2020900,0,0,System.Byte[],20209000,20209000,-1,-1,-1,-1,0,-1,-1,20209000,20209000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021000,0,0,System.Byte[],20210000,20210000,-1,-1,-1,-1,0,-1,-1,20210000,20210000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021010,0,0,System.Byte[],20210100,20210100,-1,-1,-1,-1,0,-1,-1,20210100,20210100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021020,0,0,System.Byte[],20210200,20210200,-1,-1,-1,-1,0,-1,-1,20210200,20210200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021030,0,0,System.Byte[],20210300,20210300,-1,-1,-1,-1,0,-1,-1,20210300,20210300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021040,0,0,System.Byte[],20210400,20210400,-1,-1,-1,-1,0,-1,-1,20210400,20210400,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021050,0,0,System.Byte[],20210500,20210500,-1,-1,-1,-1,0,-1,-1,20210500,20210500,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021060,0,0,System.Byte[],20210600,20210600,-1,-1,-1,-1,0,-1,-1,20210600,20210600,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021070,0,0,System.Byte[],20210700,20210700,-1,-1,-1,-1,0,-1,-1,20210700,20210700,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021080,0,0,System.Byte[],20210800,20210800,-1,-1,-1,-1,0,-1,-1,20210800,20210800,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021090,0,0,System.Byte[],20210900,20210900,-1,-1,-1,-1,0,-1,-1,20210900,20210900,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021100,0,0,System.Byte[],20211000,20211000,-1,-1,-1,-1,0,-1,-1,20211000,20211000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021111,0,0,System.Byte[],20211110,20211110,-1,-1,-1,-1,0,-1,-1,20211110,20211110,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021120,0,0,System.Byte[],20211200,20211200,-1,-1,-1,-1,0,-1,-1,20211200,20211200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021130,0,0,System.Byte[],20211300,20211300,-1,-1,-1,-1,0,-1,-1,20211300,20211300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021140,0,0,System.Byte[],20211400,20211400,-1,-1,-1,-1,0,-1,-1,20211400,20211400,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2021900,0,0,System.Byte[],20219000,20219000,-1,-1,-1,-1,0,-1,-1,20219000,20219000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2023000,0,0,System.Byte[],20230000,20230000,-1,-1,-1,-1,0,-1,-1,20230000,20230000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2023010,0,0,System.Byte[],20230100,20230100,-1,-1,-1,-1,0,-1,-1,20230100,20230100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2023020,0,0,System.Byte[],20230200,20230200,-1,-1,-1,-1,0,-1,-1,20230200,20230200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2023030,0,0,System.Byte[],20230300,20230300,-1,-1,-1,-1,0,-1,-1,20230300,20230300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2023040,0,0,System.Byte[],20230400,20230400,-1,-1,-1,-1,0,-1,-1,20230400,20230400,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2023050,0,0,System.Byte[],20230500,20230500,-1,-1,-1,-1,0,-1,-1,20230500,20230500,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2023900,0,0,System.Byte[],20239000,20239000,-1,-1,-1,-1,0,-1,-1,20239000,20239000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2024030,0,0,System.Byte[],20240300,20240300,-1,-1,-1,-1,0,-1,-1,20240300,20240300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2024510,0,0,System.Byte[],20245100,20245100,-1,-1,-1,-1,0,-1,-1,20245101,20245101,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2024520,0,0,System.Byte[],20245200,20245200,-1,-1,-1,-1,0,-1,-1,20245200,20245200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2024900,0,0,System.Byte[],20249000,20249000,-1,-1,-1,-1,0,-1,-1,20249000,20249000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025500,0,0,System.Byte[],20255000,20255000,-1,-1,-1,-1,0,-1,-1,20255000,20255000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025510,0,0,System.Byte[],20255100,20255100,-1,-1,-1,-1,0,-1,-1,20255100,20255100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025520,0,0,System.Byte[],20255200,20255200,-1,-1,-1,-1,0,-1,-1,20255200,20255200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025530,0,0,System.Byte[],20255300,20255300,-1,-1,-1,-1,0,-1,-1,20255300,20255300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025541,0,0,System.Byte[],20255410,20255410,-1,-1,-1,-1,0,-1,-1,20255410,20255410,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025550,0,0,System.Byte[],20255500,20255500,-1,-1,-1,-1,0,-1,-1,20255500,20255500,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025560,0,0,System.Byte[],20255600,20255600,-1,-1,-1,-1,0,-1,-1,20255600,20255600,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025570,0,0,System.Byte[],20255700,20255700,-1,-1,-1,-1,0,-1,-1,20255700,20255700,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025580,0,0,System.Byte[],20255800,20255800,-1,-1,-1,-1,0,-1,-1,20255800,20255800,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2025900,0,0,System.Byte[],20259000,20259000,-1,-1,-1,-1,0,-1,-1,20259000,20259000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026000,0,0,System.Byte[],20260000,20260000,-1,-1,-1,-1,0,-1,-1,20260000,20260000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026010,0,0,System.Byte[],20260100,20260100,-1,-1,-1,-1,0,-1,-1,20260100,20260100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026020,0,0,System.Byte[],20260200,20260200,-1,-1,-1,-1,0,-1,-1,20260200,20260200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026030,0,0,System.Byte[],20260300,20260300,-1,-1,-1,-1,0,-1,-1,20260300,20260300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026040,0,0,System.Byte[],20260400,20260400,-1,-1,-1,-1,0,-1,-1,20260400,20260400,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026050,0,0,System.Byte[],20260500,20260500,-1,-1,-1,-1,0,-1,-1,20260500,20260500,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026060,0,0,System.Byte[],20260600,20260600,-1,-1,-1,-1,0,-1,-1,20260600,20260600,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2026900,0,0,System.Byte[],20269000,20269000,-1,-1,-1,-1,0,-1,-1,20269000,20269000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2027500,0,0,System.Byte[],20275000,20275000,-1,-1,-1,-1,0,-1,-1,20275000,20275000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2027510,0,0,System.Byte[],20275100,20275100,-1,-1,-1,-1,0,-1,-1,20275100,20275100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2027520,0,0,System.Byte[],20275200,20275200,-1,-1,-1,-1,0,-1,-1,20275200,20275200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2027530,0,0,System.Byte[],20275300,20275300,-1,-1,-1,-1,0,-1,-1,20275300,20275300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2027900,0,0,System.Byte[],20279000,20279000,-1,-1,-1,-1,0,-1,-1,20279000,20279000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2028900,0,0,System.Byte[],20289000,20289000,-1,-1,-1,-1,0,-1,-1,20289000,20289000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2029000,0,0,System.Byte[],20290000,20290000,-1,-1,-1,-1,0,-1,-1,20290000,20290000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2029010,0,0,System.Byte[],20290100,20290100,-1,-1,-1,-1,0,-1,-1,20290100,20290100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2029900,0,0,System.Byte[],20299000,20299000,-1,-1,-1,-1,0,-1,-1,20299000,20299000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2030000,0,0,System.Byte[],20300000,20300000,-1,-1,-1,-1,0,-1,-1,20300000,20300000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2030010,0,0,System.Byte[],20300100,20300100,-1,-1,-1,-1,0,-1,-1,20300100,20300100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2030020,0,0,System.Byte[],20300200,20300200,-1,-1,-1,-1,0,-1,-1,20300200,20300200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2030031,0,0,System.Byte[],20300310,20300310,-1,-1,-1,-1,0,-1,-1,20300310,20300310,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2030041,0,0,System.Byte[],20300410,20300410,-1,-1,-1,-1,0,-1,-1,20300410,20300410,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2030900,0,0,System.Byte[],20309000,20309000,-1,-1,-1,-1,0,-1,-1,20309000,20309000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2031900,0,0,System.Byte[],20319000,20319000,-1,-1,-1,-1,0,-1,-1,20319000,20319000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2032900,0,0,System.Byte[],20329000,20329000,-1,-1,-1,-1,0,-1,-1,20329000,20329000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2034900,0,0,System.Byte[],20349000,20349000,-1,-1,-1,-1,0,-1,-1,20349000,20349000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2034910,0,0,System.Byte[],20349100,20349100,-1,-1,-1,-1,0,-1,-1,20349100,20349100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2034920,0,0,System.Byte[],20349200,20349200,-1,-1,-1,-1,0,-1,-1,20349200,20349200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2035900,0,0,System.Byte[],20359000,20359000,-1,-1,-1,-1,0,-1,-1,20359000,20359000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2036900,0,0,System.Byte[],20369000,20369000,-1,-1,-1,-1,0,-1,-1,20369000,20369000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2037900,0,0,System.Byte[],20379000,20379000,-1,-1,-1,-1,0,-1,-1,20379000,20379000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2038900,0,0,System.Byte[],20389000,20389000,-1,-1,-1,-1,0,-1,-1,20389000,20389000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2038910,0,0,System.Byte[],20389100,20389100,-1,-1,-1,-1,0,-1,-1,20389100,20389100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2038920,0,0,System.Byte[],20389200,20389200,-1,-1,-1,-1,0,-1,-1,20389200,20389200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039000,0,0,System.Byte[],20390000,20390000,-1,-1,-1,-1,0,-1,-1,20390000,20390000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039010,0,0,System.Byte[],20390100,20390100,-1,-1,-1,-1,0,-1,-1,20390100,20390100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039020,0,0,System.Byte[],20390200,20390200,-1,-1,-1,-1,0,-1,-1,20390200,20390200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039030,0,0,System.Byte[],20390300,20390300,-1,-1,-1,-1,0,-1,-1,20390300,20390300,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039040,0,0,System.Byte[],20390400,20390400,-1,-1,-1,-1,0,-1,-1,20390400,20390400,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039101,0,0,System.Byte[],20391010,20391010,-1,-1,-1,-1,0,-1,-1,20391010,20391010,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039100,0,0,System.Byte[],20391000,20391000,-1,-1,-1,-1,0,-1,-1,20391000,20391000,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039110,0,0,System.Byte[],20391100,20391100,-1,-1,-1,-1,0,-1,-1,20391100,20391100,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
2039120,0,0,System.Byte[],20391200,20391200,-1,-1,-1,-1,0,-1,-1,20391200,20391200,-1,-1,System.Byte[],-1,-1,0,0,System.Byte[]
