ID,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2
100080,40100,1000,-1,100800,0,1,System.Byte[],4,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100100,17060000,1000,-1,110000,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100101,730000,1600,-1,110010,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100102,730100,2000,-1,110020,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100103,730200,1600,-1,110030,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100104,730300,1600,-1,110040,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100105,15400,50,-1,110050,0,10,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100106,50020000,100,-1,110060,0,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100125,6421,400,-1,110250,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,231020,18,System.Byte[]
100500,8500,50,-1,6500,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100501,8565,150,-1,60500,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100502,8568,150,-1,60530,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100503,9500,200,-1,150030,0,5,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100504,2000000,300,-1,150040,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100505,3000000,500,-1,150050,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100506,11010000,300,-1,150060,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100507,7140000,400,-1,150070,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100508,17060000,500,-1,150080,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100509,14000000,400,-1,150090,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100510,31230000,200,-1,150100,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100511,30000000,300,-1,150110,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100512,40020000,300,-1,150120,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100513,50000000,10,-1,150130,0,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100514,232000,200,-1,150140,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100515,241000,400,-1,150150,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100516,24000000,200,-1,150160,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100517,2040,300,-1,150170,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100525,9321,400,-1,60510,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100526,730000,400,-1,150260,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100527,730100,600,-1,150270,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100528,730200,400,-1,150280,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100529,730300,400,-1,150290,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100530,670000,400,-1,150300,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100531,670100,600,-1,150310,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100532,670200,400,-1,150320,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100533,670300,400,-1,150330,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100534,620000,400,-1,150340,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100535,620100,600,-1,150350,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100536,620300,400,-1,150360,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100537,7310,500,-1,150370,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100538,50040000,60,-1,150380,0,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100539,20775,50,-1,150390,0,10,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100540,20723,50,-1,150400,0,10,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100541,20802,50,-1,150410,0,10,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100542,20650,50,-1,150420,0,10,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100543,15020,100,-1,150430,0,10,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100550,41000000,800,-1,150500,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100551,50000000,20,-1,150510,0,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100552,50040000,120,-1,150520,0,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100553,50100000,120,-1,150530,0,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100554,232000,500,-1,150540,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
100555,8701,300,-1,150550,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,8751,-1,-1,System.Byte[]
100556,8702,300,-1,150560,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,8752,-1,-1,System.Byte[]
101750,7000,1,-1,270500,0,1,System.Byte[],3,1,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101751,7090,1,-1,270510,0,1,System.Byte[],3,1,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101775,2950,0,-1,270750,9101,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101776,2951,0,-1,270760,9130,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101777,2952,0,-1,270770,9104,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101778,2953,0,-1,270780,9122,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101779,2954,0,-1,270790,9120,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101780,2955,0,-1,270800,9112,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101781,2956,0,-1,270810,9116,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101782,2957,0,-1,270820,9105,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101783,2958,0,-1,270830,9115,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101784,2959,0,-1,270840,9118,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101785,2960,0,-1,270850,9111,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101786,2961,0,-1,270860,9131,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101787,2962,0,-1,270870,9108,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101788,2963,0,-1,270880,9123,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
101789,2964,0,-1,270890,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600000,1000000,400,-1,220500,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600001,2000000,600,-1,220510,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600002,16000000,800,-1,220520,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600003,11000000,800,-1,220530,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600004,41000000,800,-1,220540,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600005,7000000,800,-1,220550,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600006,14020000,800,-1,220560,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600007,30000000,1000,-1,220570,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600008,31070000,1000,-1,220580,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600009,670000,1200,-1,220590,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600010,670100,1600,-1,220600,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600011,670200,1200,-1,220610,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600012,670300,1200,-1,220620,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600013,232000,500,-1,220630,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600014,9500,300,-1,220640,0,3,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600015,8550,500,-1,220650,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600016,50000000,20,-1,220660,0,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600017,15400,50,-1,220670,0,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600018,8701,300,-1,220680,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,8751,-1,-1,System.Byte[]
600019,8702,300,-1,220690,0,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,8752,-1,-1,System.Byte[]
600020,15390,100,-1,220700,0,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600021,15150,150,-1,220710,0,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
600022,15210,150,-1,220720,0,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900000,7000,1,-1,190000,0,1,System.Byte[],3,1,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900001,7001,2,-1,190010,0,1,System.Byte[],3,1,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900002,7010,3,-1,190020,0,1,System.Byte[],3,1,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900003,7020,4,-1,190030,0,1,System.Byte[],3,1,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900004,7030,5,-1,190040,0,1,System.Byte[],3,1,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900010,7000,1,-1,190000,0,1,System.Byte[],3,2,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900011,7001,2,-1,190010,0,1,System.Byte[],3,2,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900012,7010,3,-1,190020,0,1,System.Byte[],3,2,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900013,7020,4,-1,190030,0,1,System.Byte[],3,2,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900014,7030,5,-1,190040,0,1,System.Byte[],3,2,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900020,7000,1,-1,190000,0,1,System.Byte[],3,3,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900021,7001,2,-1,190010,0,1,System.Byte[],3,3,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900022,7010,3,-1,190020,0,1,System.Byte[],3,3,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900023,7020,4,-1,190030,0,1,System.Byte[],3,3,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900024,7030,5,-1,190040,0,1,System.Byte[],3,3,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900030,7000,1,-1,190000,0,1,System.Byte[],3,4,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900031,7001,2,-1,190010,0,1,System.Byte[],3,4,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900032,7010,3,-1,190020,0,1,System.Byte[],3,4,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900033,7020,4,-1,190030,0,1,System.Byte[],3,4,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
900034,7030,5,-1,190040,0,1,System.Byte[],3,4,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600101,1000000,400,-1,220500,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600102,2000000,600,-1,220510,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600103,16000000,800,-1,220520,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600104,11000000,800,-1,220530,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600105,41000000,800,-1,220540,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600106,7000000,800,-1,220550,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600107,14020000,800,-1,220560,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600108,30000000,1000,-1,220570,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600109,31070000,1000,-1,220580,99019775,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600110,670000,1200,-1,220590,99019775,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600111,670100,1600,-1,220600,99019775,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600112,670200,1200,-1,220610,99019775,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600113,670300,1200,-1,220620,99019775,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600114,2529,500,-1,220630,99019775,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600115,9500,300,-1,220640,99019775,3,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600116,8550,500,-1,220650,99019775,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600117,50000000,20,-1,220660,99019775,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600118,15400,50,-1,220670,99019775,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600119,8701,300,-1,220680,99019775,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,8751,-1,-1,System.Byte[]
1600120,8702,300,-1,220690,99019775,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,8752,-1,-1,System.Byte[]
1600121,15390,100,-1,220700,99019775,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600122,15150,150,-1,220710,99019775,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600123,15210,150,-1,220720,99019775,-1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600401,33000000,1000,-1,230000,99019780,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600402,34000000,1500,-1,230010,99019780,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600403,34040000,1500,-1,230020,99019780,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600404,4000,800,-1,230030,99019780,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600405,4220,1200,-1,230040,99019780,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600406,5510,600,-1,230050,99019780,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600407,6020,1000,-1,230060,99019780,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600408,7320,1000,-1,230070,99019780,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600409,980000,1600,-1,230080,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600410,981100,2000,-1,230090,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600411,980200,1600,-1,230100,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600412,980300,1600,-1,230110,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600413,730000,1600,-1,230120,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600414,730100,2000,-1,230130,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600415,730200,1600,-1,230140,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600416,730300,1600,-1,230150,99019780,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600417,1000,800,-1,230160,99019780,1,System.Byte[],2,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600418,2130,1000,-1,230170,99019780,1,System.Byte[],2,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600419,50010000,100,-1,230180,99019780,-1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
1600420,8703,500,-1,230190,99019780,1,System.Byte[],3,0,System.Byte[],1,0,1,-1,8753,-1,-1,System.Byte[]
9000000,3010000,0,900000,400000,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9000001,3020000,0,900001,400010,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9000002,3030000,0,900002,400020,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9000003,3040000,0,900003,400030,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9000004,3060000,0,900004,400040,0,1,System.Byte[],0,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9001000,970000,0,901000,400000,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9001001,970100,0,901001,400010,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9001002,970200,0,901002,400020,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9001003,970300,0,901003,400030,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
9001004,970400,0,901004,400040,0,1,System.Byte[],1,0,System.Byte[],1,0,1,-1,-1,-1,-1,System.Byte[]
