ID,disableParam_NT,disableParamReserve1,disableParamReserve2,matchAreaId,multiPlayStartLimitEventFlagId,otherDisableDistance,pcPositionSaveLimitEventFlagId,bossAreaId,cultNpcWhiteGhostEntityId_byFree,bMapGuradianRegion,bYellowCostumeRegion,multiPlayStartLimitEventFlagId_targetFlagState,breakInLimitEventFlagId_1_targetFlagState,whiteSignLimitEventFlagId_1_targetFlagState,redSignLimitEventFlagId_1_targetFlagState,breakInLimitEventFlagId_2_targetFlagState,breakInLimitEventFlagId_3_targetFlagState,whiteSignLimitEventFlagId_2_targetFlagState,warpItemUsePermitBonfireId_1,warpItemUsePermitBonfireId_2,warpItemUsePermitBonfireId_3,warpItemUsePermitBonfireId_4,warpItemUsePermitBonfireId_5,warpItemProhibitionEventFlagId_1,warpItemProhibitionEventFlagId_2,warpItemProhibitionEventFlagId_3,warpItemProhibitionEventFlagId_4,warpItemProhibitionEventFlagId_5,enableBloodstain,enableBloodMessage,enableGhost,dispMask00,dispMask01,whiteSignLimitEventFlagId_3_targetFlagState,redSignLimitEventFlagId_2_targetFlagState,redSignLimitEventFlagId_3_targetFlagState,isAutoIntrudePoint,pad1,pad2,multiPlayHASHostLimitEventFlagId,otherMaxDistance,signPuddleOpenEventFlagId,areaNo,gridXNo,gridZNo,pad4,posX,posY,posZ,breakInLimitEventFlagId_1,whiteSignLimitEventFlagId_1,matchAreaSignCreateLimitEventFlagId,signAimId_1,signAimId_2,signAimId_3,signAimId_4,signAimId_5,signAimId_6,signAimId_7,signAimId_8,redSignLimitEventFlagId_1,breakInLimitEventFlagId_2,breakInLimitEventFlagId_3,whiteSignLimitEventFlagId_2,whiteSignLimitEventFlagId_3,redSignLimitEventFlagId_2,redSignLimitEventFlagId_3,bossId_1,bossId_2,bossId_3,bossId_4,bossId_5,bossId_6,bossId_7,bossId_8,bossId_9,bossId_10,bossId_11,bossId_12,bossId_13,bossId_14,bossId_15,bossId_16,mapMenuUnlockEventId,pad5
1000001,0,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,10,0,0,System.Byte[],-96.08,21.41,20.28,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000002,0,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,10,0,0,System.Byte[],-200.67,30.44,-16.52,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000003,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000004,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,10,0,0,System.Byte[],-273.12,71.56,241.41,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000005,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000006,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,10,0,0,System.Byte[],-122.51,30.2,11.88,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000007,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,10,0,0,System.Byte[],-129.72,30.03,19.08,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000008,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000009,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000011,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,10,0,0,System.Byte[],-129.72,30.03,19.08,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000012,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000013,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,10000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000090,1,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1000091,0,0,System.Byte[],1400,0,10,0,10000800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1001000,1,0,System.Byte[],0,0,10,10010800,10010800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,System.Byte[],0,80,0,10,0,0,System.Byte[],-232.76,74.11,345.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1001001,1,0,System.Byte[],3400,0,10,0,10010800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-173.4,39.57,-377.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1001002,1,0,System.Byte[],3400,0,10,0,10010800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-173.4,39.57,-377.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1001003,1,0,System.Byte[],3400,0,10,0,10010800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-173.4,39.57,-377.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1001090,1,0,System.Byte[],3400,0,10,0,10010800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100000,1,0,System.Byte[],3400,0,10,11000800,11000800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100001,1,0,System.Byte[],3400,0,10,0,11000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-173.4,39.57,-377.25,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100002,1,0,System.Byte[],3400,0,10,0,11000800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100010,1,0,System.Byte[],3400,0,10,11000850,11000850,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100011,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100012,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-33.04,8,-80.52,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100013,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-180.35,-49.9,-185.53,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100014,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-220.18,-65,-220.52,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100015,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100016,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-217.61,-12,-260.53,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100017,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100018,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100019,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100090,1,0,System.Byte[],3400,0,10,0,11000850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11000850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1100091,1,0,System.Byte[],3400,0,10,0,11000800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105000,1,0,System.Byte[],7000,0,10,11050800,11050800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105001,1,0,System.Byte[],7000,0,10,0,11050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,11,0,0,System.Byte[],-173.4,39.57,-377.25,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105002,1,0,System.Byte[],7000,0,10,0,11050800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105010,1,0,System.Byte[],7000,0,10,11050850,11050850,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105011,1,0,System.Byte[],7000,0,10,0,11050850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105012,1,0,System.Byte[],7000,0,10,0,11050850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105013,1,0,System.Byte[],7000,0,10,0,11050850,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,11050850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105014,1,0,System.Byte[],7000,0,10,0,11050850,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105020,1,0,System.Byte[],7000,0,10,0,11050850,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1105090,1,0,System.Byte[],7000,0,10,0,11050850,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1110000,1,0,System.Byte[],0,0,10,0,0,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,System.Byte[],0,80,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201000,1,0,System.Byte[],6000,0,10,12010800,12010800,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],-113.53,-223.32,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201001,1,0,System.Byte[],6000,0,10,0,12010800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],400.79,-144.94,-103.08,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
1201002,1,0,System.Byte[],6000,0,10,0,12010800,-1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,System.Byte[],0,80,0,12,1,0,System.Byte[],206.99,-170.58,-204.16,6000,6000,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,12010800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[]
