ID,disableParam_NT,disableParamReserve1,disableParamReserve2,AssetId_0,AssetId_1,AssetId_2,AssetId_3,AssetId_4,AssetId_5,AssetId_6,AssetId_7,CreateWeight_0,CreateWeight_1,CreateWeight_2,CreateWeight_3,CreateWeight_4,CreateWeight_5,CreateWeight_6,CreateWeight_7,Reserve_0
17000000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
18000000,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
19000000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
34100000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
34110000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
34120000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
34130000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
34140000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
34150000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
35000000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
39200000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30000000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30010000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30020000,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30030000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30040000,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30050000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30060000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30070000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30080000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30090000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30100000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30110000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30120000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30130000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30140000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30150000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30160000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30170000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30180000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
30190000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31010000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31020000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31030000,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31040000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31050000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31060000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31070000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31080000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31090000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31100000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31110000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31120000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31130000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31140000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31150000,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
31170000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32000000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32010000,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32020000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32030000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32040000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32050000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32060000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32070000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32080000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32090000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32100000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32110000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
32120000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60383700,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60383900,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60393600,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60393700,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60393800,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60393900,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403200,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403300,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403400,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403500,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403600,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403700,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403800,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60403900,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60404000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60404100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413200,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413300,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413400,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413500,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413600,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413700,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413800,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60413900,0,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60414000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60414100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423200,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423300,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423400,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423500,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423600,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423700,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423800,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60423900,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60424000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60424100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60433100,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60433200,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433300,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433400,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433500,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433600,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433700,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433800,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60433900,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60434000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60434100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443200,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443300,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443400,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443500,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443600,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443700,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443800,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60443900,0,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60444000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60444100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453200,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453300,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453400,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453500,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453600,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453700,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453800,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60453900,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60454000,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60454100,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60463200,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60463300,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60463400,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60463500,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60463600,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60463700,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60463800,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60463900,1,0,System.Byte[],99200,99201,99202,99203,99204,800015,800016,-1,15,10,15,10,20,20,10,0,System.Byte[]
60324100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60324200,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60324300,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60324400,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60324500,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60324600,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60324700,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60324800,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334000,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334200,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334300,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334400,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334500,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334600,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334700,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60334800,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344000,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344200,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344300,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344400,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344500,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344600,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344700,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344800,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60344900,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60345000,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60345100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60354000,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60354100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60354200,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60354300,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60354400,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60354500,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60354600,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60354700,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60354800,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60354900,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60355000,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60355100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364000,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364200,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364300,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364400,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60364500,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364600,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364700,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364800,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60364900,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60365000,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60374000,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60374100,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60374200,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60374300,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60374400,1,0,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,100,0,0,0,0,0,0,0,System.Byte[]
60374500,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60374600,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
60374700,1,0,System.Byte[],800014,800015,800016,-1,-1,-1,-1,-1,45,45,10,0,0,0,0,0,System.Byte[]
