ID,sfxId_0,dmypolyId_0,reserve_0,sfxId_1,dmypolyId_1,reserve_1,sfxId_2,dmypolyId_2,reserve_2,sfxId_3,dmypolyId_3,reserve_3,sfxId_4,dmypolyId_4,reserve_4,sfxId_5,dmypolyId_5,reserve_5,sfxId_6,dmypolyId_6,reserve_6,sfxId_7,dmypolyId_7,isDisableIV,reserve_7
4692007,830012,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692008,830030,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692009,834020,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692010,800196,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692011,800197,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692020,800193,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692021,800194,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692030,800390,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4692040,800392,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693003,800360,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693004,830000,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693005,830001,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693007,830002,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693010,800186,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693011,800187,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693012,800188,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693020,800183,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693021,800184,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693022,800185,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693030,800056,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4693040,800057,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4859000,802020,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4860000,802020,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4987000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
4987001,800390,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
5040000,800510,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
5041000,800511,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
5042000,803270,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
5043000,803271,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
5044000,800520,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
5045000,800237,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
6072000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
6074000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
6075000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7144000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7146000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7360000,806831,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7430000,803440,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7431000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7432000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7433000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7438000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7439000,800023,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7450000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7451000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7452000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7470000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7505000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7507000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7556000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7557000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7563000,800380,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7587000,803440,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7677000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7677001,800390,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7678000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7678001,800390,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7679000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7679001,800390,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
7700000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20125000,-1,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20890000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20940000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20940003,800370,-1,System.Byte[],830020,201,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20940004,830010,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20940006,830011,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20940007,830012,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20940008,830030,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
20942000,800400,200,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,System.Byte[],-1,-1,0,System.Byte[]
