ID,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,pad2,refId,consumeSA,stamina,consumeDurability,category,heroPoint,pad1
507,0,0,0,0,System.Byte[],307,0,0,0,5,0,System.Byte[]
510,0,0,0,0,System.Byte[],310,0,0,0,5,0,System.Byte[]
511,0,0,0,0,System.Byte[],311,0,0,0,5,0,System.Byte[]
512,0,0,0,0,System.Byte[],312,0,0,0,5,0,System.Byte[]
513,0,0,0,0,System.Byte[],313,0,0,0,5,0,System.Byte[]
520,0,0,0,0,System.Byte[],320,0,0,0,5,0,System.Byte[]
521,0,0,0,0,System.Byte[],321,0,0,0,5,0,System.Byte[]
522,0,0,0,0,System.Byte[],322,0,0,0,5,0,System.Byte[]
530,0,0,0,0,System.Byte[],40,0,10,0,5,0,System.Byte[]
531,0,0,0,0,System.Byte[],41,0,10,0,9,0,System.Byte[]
540,0,0,0,0,System.Byte[],42,0,10,0,5,0,System.Byte[]
541,0,0,0,0,System.Byte[],43,0,10,0,9,0,System.Byte[]
542,0,0,0,0,System.Byte[],44,0,0,0,5,0,System.Byte[]
550,0,0,0,0,System.Byte[],550,0,0,0,5,0,System.Byte[]
560,0,0,0,0,System.Byte[],560,0,0,0,5,0,System.Byte[]
561,0,0,0,0,System.Byte[],561,0,0,0,5,0,System.Byte[]
600,0,0,0,0,System.Byte[],200,0,0,0,5,0,System.Byte[]
601,0,0,0,0,System.Byte[],201,0,0,0,5,0,System.Byte[]
602,0,0,0,0,System.Byte[],202,0,0,0,5,0,System.Byte[]
900,0,0,0,0,System.Byte[],900,0,0,0,5,0,System.Byte[]
1000,0,0,0,1,System.Byte[],165,0,0,0,0,0,System.Byte[]
1010,0,0,0,1,System.Byte[],1101,0,0,0,0,0,System.Byte[]
1500,0,0,0,1,System.Byte[],1500,0,0,0,0,0,System.Byte[]
1501,0,0,0,1,System.Byte[],1501,0,0,0,0,0,System.Byte[]
1502,0,0,0,1,System.Byte[],1502,0,0,0,0,0,System.Byte[]
1503,0,0,0,1,System.Byte[],1503,0,0,0,0,0,System.Byte[]
1504,0,0,0,1,System.Byte[],1504,0,0,0,0,0,System.Byte[]
1505,0,0,0,1,System.Byte[],1505,0,0,0,0,0,System.Byte[]
1506,0,0,0,1,System.Byte[],1506,0,0,0,0,0,System.Byte[]
1507,0,0,0,1,System.Byte[],1507,0,0,0,0,0,System.Byte[]
1508,0,0,0,1,System.Byte[],1508,0,0,0,0,0,System.Byte[]
1509,0,0,0,1,System.Byte[],1509,0,0,0,0,0,System.Byte[]
1510,0,0,0,1,System.Byte[],1510,0,0,0,0,0,System.Byte[]
1511,0,0,0,1,System.Byte[],1511,0,0,0,0,0,System.Byte[]
1512,0,0,0,1,System.Byte[],1512,0,0,0,0,0,System.Byte[]
2100,0,0,0,1,System.Byte[],1000,0,0,0,0,0,System.Byte[]
2105,0,0,0,1,System.Byte[],1005,0,0,0,0,0,System.Byte[]
2110,0,0,0,1,System.Byte[],2125,0,0,0,1,0,System.Byte[]
2120,0,0,0,1,System.Byte[],2150,0,0,0,1,0,System.Byte[]
2121,0,0,0,1,System.Byte[],2155,0,0,0,1,0,System.Byte[]
2130,0,0,0,1,System.Byte[],2180,0,0,0,1,0,System.Byte[]
2140,0,0,0,1,System.Byte[],2652,0,0,0,12,0,System.Byte[]
2141,0,0,0,1,System.Byte[],2653,0,0,0,12,0,System.Byte[]
2200,0,0,0,1,System.Byte[],365,0,0,0,1,0,System.Byte[]
2201,0,0,0,1,System.Byte[],11101600,0,0,0,1,0,System.Byte[]
2202,0,0,0,1,System.Byte[],11101700,0,0,0,1,0,System.Byte[]
2203,0,0,0,1,System.Byte[],11101790,0,0,0,1,0,System.Byte[]
2204,0,0,0,1,System.Byte[],11101791,0,0,0,1,0,System.Byte[]
2900,0,0,0,1,System.Byte[],900,0,0,0,1,0,System.Byte[]
2999,0,0,0,1,System.Byte[],67,0,0,0,0,0,System.Byte[]
3000,0,0,0,1,System.Byte[],10790000,0,0,0,1,0,System.Byte[]
3005,0,0,0,1,System.Byte[],10790050,0,0,0,1,0,System.Byte[]
3010,0,0,0,1,System.Byte[],10464002,0,0,0,1,0,System.Byte[]
3011,0,0,0,1,System.Byte[],10464012,0,0,0,1,0,System.Byte[]
3012,0,0,0,1,System.Byte[],10464022,0,0,0,1,0,System.Byte[]
3020,0,0,0,1,System.Byte[],10676001,0,0,0,1,0,System.Byte[]
4000,0,0,0,1,System.Byte[],65,0,0,0,0,0,System.Byte[]
4001,0,0,0,1,System.Byte[],66,0,0,0,0,0,System.Byte[]
4002,0,0,0,1,System.Byte[],67,0,0,0,0,0,System.Byte[]
4003,0,0,0,1,System.Byte[],68,0,0,0,0,0,System.Byte[]
4004,0,0,0,1,System.Byte[],69,0,0,0,0,0,System.Byte[]
4005,0,0,0,1,System.Byte[],70,0,0,0,0,0,System.Byte[]
4050,0,0,0,1,System.Byte[],2130090,0,0,0,0,0,System.Byte[]
4100,0,0,0,1,System.Byte[],83100000,0,0,0,0,0,System.Byte[]
5000,0,0,0,0,System.Byte[],1590,0,0,0,1,0,System.Byte[]
5010,0,0,0,1,System.Byte[],10306000,0,0,0,0,0,System.Byte[]
5011,0,0,0,1,System.Byte[],10306001,0,0,0,0,0,System.Byte[]
5012,0,0,0,1,System.Byte[],10306002,0,0,0,0,0,System.Byte[]
100299000,299,0,1,0,System.Byte[],980,0,0,0,1,0,System.Byte[]
100299010,299,10,1,0,System.Byte[],981,0,0,0,1,0,System.Byte[]
100299020,299,20,1,0,System.Byte[],982,0,0,0,1,0,System.Byte[]
100299030,299,30,1,0,System.Byte[],983,0,0,0,1,0,System.Byte[]
100299040,299,40,1,0,System.Byte[],984,0,0,0,1,0,System.Byte[]
101699000,1699,0,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699010,1699,10,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699020,1699,20,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699030,1699,30,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699100,1699,100,1,1,System.Byte[],13,0,15,0,1,0,System.Byte[]
101699105,1699,105,1,1,System.Byte[],12,0,20,0,1,0,System.Byte[]
101699106,1699,106,1,1,System.Byte[],14,0,0,0,1,0,System.Byte[]
101699110,1699,110,1,1,System.Byte[],13,0,15,0,1,0,System.Byte[]
101699115,1699,115,1,1,System.Byte[],12,0,20,0,1,0,System.Byte[]
101699116,1699,116,1,1,System.Byte[],14,0,0,0,1,0,System.Byte[]
101699120,1699,120,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699125,1699,125,1,1,System.Byte[],13,0,15,0,1,0,System.Byte[]
101699130,1699,130,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699140,1699,140,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699150,1699,150,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699155,1699,155,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699160,1699,160,1,1,System.Byte[],13,0,20,0,1,0,System.Byte[]
101699165,1699,165,1,1,System.Byte[],13,0,20,0,1,0,System.Byte[]
101699200,1699,200,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699210,1699,210,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699220,1699,220,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699230,1699,230,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699300,1699,300,1,1,System.Byte[],13,0,15,0,1,0,System.Byte[]
101699305,1699,305,1,1,System.Byte[],12,0,20,0,1,0,System.Byte[]
101699310,1699,310,1,1,System.Byte[],13,0,15,0,1,0,System.Byte[]
101699315,1699,315,1,1,System.Byte[],12,0,20,0,1,0,System.Byte[]
101699320,1699,320,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699325,1699,325,1,1,System.Byte[],13,0,15,0,1,0,System.Byte[]
101699330,1699,330,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699340,1699,340,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699350,1699,350,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699355,1699,355,1,1,System.Byte[],11,0,12,0,1,0,System.Byte[]
101699360,1699,360,1,1,System.Byte[],13,0,20,0,1,0,System.Byte[]
101699365,1699,365,1,1,System.Byte[],13,0,20,0,1,0,System.Byte[]
101699600,1699,600,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699605,1699,605,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699610,1699,610,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699630,1699,630,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699632,1699,632,1,1,System.Byte[],13,0,0,0,1,0,System.Byte[]
101699635,1699,635,1,1,System.Byte[],12,0,0,0,1,0,System.Byte[]
101699640,1699,640,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699642,1699,642,1,1,System.Byte[],13,0,0,0,1,0,System.Byte[]
101699645,1699,645,1,1,System.Byte[],12,0,0,0,1,0,System.Byte[]
101699650,1699,650,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699660,1699,660,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699665,1699,665,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699700,1699,700,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699705,1699,705,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699710,1699,710,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699730,1699,730,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699732,1699,732,1,1,System.Byte[],13,0,0,0,1,0,System.Byte[]
101699735,1699,735,1,1,System.Byte[],12,0,0,0,1,0,System.Byte[]
101699740,1699,740,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699742,1699,742,1,1,System.Byte[],13,0,0,0,1,0,System.Byte[]
101699745,1699,745,1,1,System.Byte[],12,0,0,0,1,0,System.Byte[]
101699750,1699,750,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699760,1699,760,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
101699765,1699,765,1,1,System.Byte[],11,0,0,0,1,0,System.Byte[]
100000000,0,0,1,0,System.Byte[],90000,0,0,0,1,0,System.Byte[]
100000010,0,10,1,0,System.Byte[],90010,0,0,0,1,0,System.Byte[]
100000020,0,20,1,0,System.Byte[],90020,0,0,0,1,0,System.Byte[]
100000030,0,30,1,0,System.Byte[],90030,0,0,0,1,0,System.Byte[]
100000040,0,40,1,0,System.Byte[],90040,0,0,0,1,0,System.Byte[]
100000050,0,50,1,0,System.Byte[],90050,0,0,0,1,0,System.Byte[]
100000100,0,100,1,0,System.Byte[],90100,0,10,0,1,0,System.Byte[]
100000105,0,105,1,0,System.Byte[],90105,0,20,0,1,0,System.Byte[]
100000110,0,110,1,0,System.Byte[],90110,0,10,0,1,0,System.Byte[]
100000115,0,115,1,0,System.Byte[],90115,0,20,0,1,0,System.Byte[]
100000120,0,120,1,0,System.Byte[],90120,0,0,0,1,0,System.Byte[]
100000125,0,125,1,0,System.Byte[],90125,0,0,0,1,0,System.Byte[]
100000130,0,130,1,0,System.Byte[],90130,0,0,0,1,0,System.Byte[]
100000140,0,140,1,0,System.Byte[],90140,0,0,0,1,0,System.Byte[]
100000150,0,150,1,0,System.Byte[],90150,0,0,0,1,0,System.Byte[]
100000155,0,155,1,0,System.Byte[],90155,0,0,0,1,0,System.Byte[]
100000160,0,160,1,0,System.Byte[],90160,0,20,0,1,0,System.Byte[]
100000165,0,165,1,0,System.Byte[],90165,0,20,0,1,0,System.Byte[]
100000180,0,180,1,0,System.Byte[],90180,0,20,0,1,0,System.Byte[]
100000200,0,200,1,0,System.Byte[],90200,0,0,0,12,0,System.Byte[]
100000203,0,203,1,0,System.Byte[],90203,0,0,0,12,0,System.Byte[]
100000210,0,210,1,0,System.Byte[],90210,0,0,0,12,0,System.Byte[]
100000213,0,213,1,0,System.Byte[],90213,0,0,0,12,0,System.Byte[]
100000220,0,220,1,0,System.Byte[],90220,0,0,0,12,0,System.Byte[]
100000230,0,230,1,0,System.Byte[],90230,0,0,0,12,0,System.Byte[]
100000233,0,233,1,0,System.Byte[],90233,0,0,0,12,0,System.Byte[]
100000240,0,240,1,0,System.Byte[],90240,0,0,0,12,0,System.Byte[]
100000250,0,250,1,0,System.Byte[],90250,0,0,0,12,0,System.Byte[]
100000300,0,300,1,0,System.Byte[],90300,0,10,0,12,0,System.Byte[]
100000305,0,305,1,0,System.Byte[],90305,0,20,0,12,0,System.Byte[]
100000310,0,310,1,0,System.Byte[],90310,0,10,0,12,0,System.Byte[]
100000315,0,315,1,0,System.Byte[],90315,0,20,0,12,0,System.Byte[]
100000320,0,320,1,0,System.Byte[],90320,0,0,0,12,0,System.Byte[]
100000323,0,323,1,0,System.Byte[],90323,0,0,0,12,0,System.Byte[]
100000325,0,325,1,0,System.Byte[],90325,0,0,0,12,0,System.Byte[]
100000328,0,328,1,0,System.Byte[],90328,0,0,0,12,0,System.Byte[]
100000330,0,330,1,0,System.Byte[],90330,0,0,0,12,0,System.Byte[]
100000333,0,333,1,0,System.Byte[],90333,0,0,0,12,0,System.Byte[]
100000340,0,340,1,0,System.Byte[],90340,0,0,0,12,0,System.Byte[]
100000350,0,350,1,0,System.Byte[],90350,0,0,0,12,0,System.Byte[]
100000355,0,355,1,0,System.Byte[],90355,0,0,0,12,0,System.Byte[]
100000360,0,360,1,0,System.Byte[],90360,0,20,0,12,0,System.Byte[]
100000365,0,365,1,0,System.Byte[],90365,0,20,0,12,0,System.Byte[]
100000380,0,380,1,0,System.Byte[],90380,0,20,0,12,0,System.Byte[]
100000381,0,381,1,0,System.Byte[],90381,0,0,0,12,0,System.Byte[]
100000400,0,400,1,0,System.Byte[],90400,0,0,0,2,0,System.Byte[]
100000410,0,410,1,0,System.Byte[],90410,0,0,0,2,0,System.Byte[]
100000420,0,420,1,0,System.Byte[],90420,0,0,0,2,0,System.Byte[]
100000430,0,430,1,0,System.Byte[],90430,0,0,0,2,0,System.Byte[]
100000440,0,440,1,0,System.Byte[],90440,0,0,0,2,0,System.Byte[]
100000450,0,450,1,0,System.Byte[],90450,0,0,0,2,0,System.Byte[]
100000460,0,460,1,0,System.Byte[],90460,0,0,0,0,0,System.Byte[]
100000470,0,470,1,0,System.Byte[],90470,0,0,0,0,0,System.Byte[]
100000480,0,480,1,0,System.Byte[],90480,0,0,0,0,0,System.Byte[]
100000500,0,500,1,0,System.Byte[],90500,0,0,0,12,0,System.Byte[]
100000501,0,501,1,0,System.Byte[],90501,0,0,0,12,0,System.Byte[]
100000505,0,505,1,0,System.Byte[],90505,0,0,0,12,0,System.Byte[]
100000506,0,506,1,0,System.Byte[],90506,0,0,0,12,0,System.Byte[]
100000509,0,509,1,0,System.Byte[],90509,0,0,0,12,0,System.Byte[]
100000510,0,510,1,0,System.Byte[],90510,0,0,0,12,0,System.Byte[]
100000511,0,511,1,0,System.Byte[],90511,0,0,0,12,0,System.Byte[]
100000515,0,515,1,0,System.Byte[],90515,0,0,0,12,0,System.Byte[]
100000516,0,516,1,0,System.Byte[],90516,0,0,0,12,0,System.Byte[]
100000517,0,517,1,0,System.Byte[],90517,0,0,0,12,0,System.Byte[]
100000520,0,520,1,0,System.Byte[],90520,0,0,0,12,0,System.Byte[]
100000530,0,530,1,0,System.Byte[],90530,0,0,0,12,0,System.Byte[]
100000540,0,540,1,0,System.Byte[],90540,0,0,0,12,0,System.Byte[]
100000550,0,550,1,0,System.Byte[],90550,0,0,0,12,0,System.Byte[]
100000560,0,560,1,0,System.Byte[],90560,0,0,0,12,0,System.Byte[]
100000561,0,561,1,0,System.Byte[],90561,0,0,0,12,0,System.Byte[]
100000590,0,590,1,0,System.Byte[],90590,0,0,0,0,0,System.Byte[]
100000591,0,591,1,0,System.Byte[],90591,0,10,0,0,0,System.Byte[]
100000600,0,600,1,0,System.Byte[],90600,0,0,0,12,0,System.Byte[]
100000605,0,605,1,0,System.Byte[],90605,0,0,0,12,0,System.Byte[]
100000610,0,610,1,0,System.Byte[],90610,0,0,0,12,0,System.Byte[]
100000630,0,630,1,0,System.Byte[],90630,0,0,0,12,0,System.Byte[]
100000632,0,632,1,0,System.Byte[],90632,0,40,0,12,0,System.Byte[]
100000635,0,635,1,0,System.Byte[],90635,0,40,0,12,0,System.Byte[]
100000640,0,640,1,0,System.Byte[],90640,0,0,0,12,0,System.Byte[]
100000642,0,642,1,0,System.Byte[],90642,0,40,0,12,0,System.Byte[]
100000645,0,645,1,0,System.Byte[],90645,0,40,0,12,0,System.Byte[]
100000650,0,650,1,0,System.Byte[],90650,0,0,0,12,0,System.Byte[]
100000660,0,660,1,0,System.Byte[],90660,0,40,0,12,0,System.Byte[]
100000665,0,665,1,0,System.Byte[],90665,0,40,0,12,0,System.Byte[]
100000700,0,700,1,0,System.Byte[],90700,0,0,0,12,0,System.Byte[]
100000705,0,705,1,0,System.Byte[],90705,0,0,0,12,0,System.Byte[]
100000710,0,710,1,0,System.Byte[],90710,0,0,0,12,0,System.Byte[]
100000730,0,730,1,0,System.Byte[],90730,0,0,0,12,0,System.Byte[]
100000732,0,732,1,0,System.Byte[],90732,0,40,0,12,0,System.Byte[]
100000735,0,735,1,0,System.Byte[],90735,0,40,0,12,0,System.Byte[]
100000740,0,740,1,0,System.Byte[],90740,0,0,0,12,0,System.Byte[]
100000742,0,742,1,0,System.Byte[],90742,0,40,0,12,0,System.Byte[]
100000745,0,745,1,0,System.Byte[],90745,0,40,0,12,0,System.Byte[]
100000750,0,750,1,0,System.Byte[],90750,0,0,0,12,0,System.Byte[]
100000760,0,760,1,0,System.Byte[],90760,0,40,0,12,0,System.Byte[]
100000765,0,765,1,0,System.Byte[],90765,0,40,0,12,0,System.Byte[]
100100000,100,0,1,0,System.Byte[],100000,0,9,0,1,0,System.Byte[]
100100010,100,10,1,0,System.Byte[],100010,0,9,0,1,0,System.Byte[]
100100020,100,20,1,0,System.Byte[],100020,0,9,0,1,0,System.Byte[]
100100030,100,30,1,0,System.Byte[],100030,0,9,0,1,0,System.Byte[]
100100040,100,40,1,0,System.Byte[],100040,0,9,0,1,0,System.Byte[]
100100050,100,50,1,0,System.Byte[],100050,0,9,0,1,0,System.Byte[]
100100100,100,100,1,0,System.Byte[],100100,0,15,0,1,0,System.Byte[]
100100105,100,105,1,0,System.Byte[],100105,0,22,0,1,0,System.Byte[]
100100110,100,110,1,0,System.Byte[],100110,0,15,0,1,0,System.Byte[]
100100115,100,115,1,0,System.Byte[],100115,0,22,0,1,0,System.Byte[]
100100120,100,120,1,0,System.Byte[],100120,0,10,0,1,0,System.Byte[]
100100125,100,125,1,0,System.Byte[],100125,0,15,0,1,0,System.Byte[]
100100130,100,130,1,0,System.Byte[],100130,0,8,0,1,0,System.Byte[]
100100140,100,140,1,0,System.Byte[],100140,0,8,0,1,0,System.Byte[]
100100150,100,150,1,0,System.Byte[],100150,0,8,0,1,0,System.Byte[]
100100155,100,155,1,0,System.Byte[],100155,0,8,0,1,0,System.Byte[]
100100160,100,160,1,0,System.Byte[],100160,0,14,0,1,0,System.Byte[]
100100165,100,165,1,0,System.Byte[],100165,0,14,0,1,0,System.Byte[]
100100180,100,180,1,0,System.Byte[],100180,0,14,0,1,0,System.Byte[]
100100200,100,200,1,0,System.Byte[],100200,0,11,0,12,0,System.Byte[]
100100210,100,210,1,0,System.Byte[],100210,0,11,0,12,0,System.Byte[]
100100220,100,220,1,0,System.Byte[],100220,0,11,0,12,0,System.Byte[]
100100230,100,230,1,0,System.Byte[],100230,0,11,0,12,0,System.Byte[]
100100240,100,240,1,0,System.Byte[],100240,0,11,0,12,0,System.Byte[]
100100250,100,250,1,0,System.Byte[],100250,0,11,0,12,0,System.Byte[]
100100300,100,300,1,0,System.Byte[],100300,0,18,0,12,0,System.Byte[]
100100305,100,305,1,0,System.Byte[],100305,0,27,0,12,0,System.Byte[]
100100310,100,310,1,0,System.Byte[],100310,0,18,0,12,0,System.Byte[]
100100315,100,315,1,0,System.Byte[],100315,0,27,0,12,0,System.Byte[]
100100320,100,320,1,0,System.Byte[],100320,0,12,0,12,0,System.Byte[]
100100325,100,325,1,0,System.Byte[],100325,0,18,0,12,0,System.Byte[]
100100330,100,330,1,0,System.Byte[],100330,0,10,0,12,0,System.Byte[]
100100340,100,340,1,0,System.Byte[],100340,0,10,0,12,0,System.Byte[]
100100350,100,350,1,0,System.Byte[],100350,0,10,0,12,0,System.Byte[]
100100355,100,355,1,0,System.Byte[],100355,0,10,0,12,0,System.Byte[]
100100360,100,360,1,0,System.Byte[],100360,0,17,0,12,0,System.Byte[]
100100365,100,365,1,0,System.Byte[],100365,0,17,0,12,0,System.Byte[]
100100380,100,380,1,0,System.Byte[],100380,0,17,0,12,0,System.Byte[]
100100400,100,400,1,0,System.Byte[],100400,0,9,0,2,0,System.Byte[]
100100410,100,410,1,0,System.Byte[],100410,0,9,0,2,0,System.Byte[]
100100420,100,420,1,0,System.Byte[],100420,0,9,0,2,0,System.Byte[]
100100430,100,430,1,0,System.Byte[],100430,0,9,0,2,0,System.Byte[]
100100440,100,440,1,0,System.Byte[],100440,0,9,0,2,0,System.Byte[]
100100450,100,450,1,0,System.Byte[],100450,0,9,0,2,0,System.Byte[]
100100460,100,460,1,0,System.Byte[],100460,0,0,0,0,0,System.Byte[]
100100470,100,470,1,0,System.Byte[],100470,0,0,0,0,0,System.Byte[]
100100480,100,480,1,0,System.Byte[],100480,0,0,0,0,0,System.Byte[]
100100500,100,500,1,0,System.Byte[],100500,0,14,0,12,0,System.Byte[]
100100505,100,505,1,0,System.Byte[],100505,0,0,0,1,0,System.Byte[]
100100509,100,509,1,0,System.Byte[],100509,0,9,0,12,0,System.Byte[]
100100510,100,510,1,0,System.Byte[],100510,0,14,0,12,0,System.Byte[]
100100515,100,515,1,0,System.Byte[],100515,0,0,0,1,0,System.Byte[]
100100516,100,516,1,0,System.Byte[],100516,0,0,0,1,0,System.Byte[]
100100520,100,520,1,0,System.Byte[],100520,0,14,0,12,0,System.Byte[]
100100530,100,530,1,0,System.Byte[],100530,0,14,0,12,0,System.Byte[]
100100540,100,540,1,0,System.Byte[],100540,0,0,0,1,0,System.Byte[]
100100550,100,550,1,0,System.Byte[],100550,0,14,0,12,0,System.Byte[]
100100560,100,560,1,0,System.Byte[],100560,0,7,0,12,0,System.Byte[]
100100561,100,561,1,0,System.Byte[],100561,0,7,0,12,0,System.Byte[]
100100590,100,590,1,0,System.Byte[],100590,0,0,0,0,0,System.Byte[]
100100591,100,591,1,0,System.Byte[],100591,0,10,0,0,0,System.Byte[]
100100600,100,600,1,0,System.Byte[],100600,0,9,0,12,0,System.Byte[]
100100605,100,605,1,0,System.Byte[],100605,0,9,0,12,0,System.Byte[]
100100610,100,610,1,0,System.Byte[],100610,0,9,0,12,0,System.Byte[]
100100630,100,630,1,0,System.Byte[],100630,0,0,0,12,0,System.Byte[]
100100632,100,632,1,0,System.Byte[],100632,0,15,0,12,0,System.Byte[]
100100635,100,635,1,0,System.Byte[],100635,0,22,0,12,0,System.Byte[]
100100640,100,640,1,0,System.Byte[],100640,0,0,0,12,0,System.Byte[]
100100642,100,642,1,0,System.Byte[],100642,0,15,0,12,0,System.Byte[]
100100645,100,645,1,0,System.Byte[],100645,0,22,0,12,0,System.Byte[]
100100650,100,650,1,0,System.Byte[],100650,0,9,0,12,0,System.Byte[]
100100660,100,660,1,0,System.Byte[],100660,0,15,0,12,0,System.Byte[]
100100665,100,665,1,0,System.Byte[],100665,0,15,0,12,0,System.Byte[]
100100700,100,700,1,0,System.Byte[],100700,0,9,0,12,0,System.Byte[]
100100705,100,705,1,0,System.Byte[],100705,0,9,0,12,0,System.Byte[]
100100710,100,710,1,0,System.Byte[],100710,0,9,0,12,0,System.Byte[]
100100730,100,730,1,0,System.Byte[],100730,0,0,0,12,0,System.Byte[]
100100732,100,732,1,0,System.Byte[],100732,0,15,0,12,0,System.Byte[]
100100735,100,735,1,0,System.Byte[],100735,0,22,0,12,0,System.Byte[]
100100740,100,740,1,0,System.Byte[],100740,0,0,0,12,0,System.Byte[]
100100742,100,742,1,0,System.Byte[],100742,0,15,0,12,0,System.Byte[]
100100745,100,745,1,0,System.Byte[],100745,0,22,0,12,0,System.Byte[]
100100750,100,750,1,0,System.Byte[],100750,0,9,0,12,0,System.Byte[]
100100760,100,760,1,0,System.Byte[],100760,0,15,0,12,0,System.Byte[]
100100765,100,765,1,0,System.Byte[],100765,0,15,0,12,0,System.Byte[]
100100800,100,800,1,0,System.Byte[],100800,0,6,0,1,0,System.Byte[]
100100805,100,805,1,0,System.Byte[],100805,0,6,0,2,0,System.Byte[]
100100806,100,806,1,0,System.Byte[],100806,0,6,0,2,0,System.Byte[]
100100810,100,810,1,0,System.Byte[],100810,0,8,0,1,0,System.Byte[]
100100815,100,815,1,0,System.Byte[],100815,0,8,0,2,0,System.Byte[]
100100820,100,820,1,0,System.Byte[],100820,0,8,0,1,0,System.Byte[]
100100825,100,825,1,0,System.Byte[],100825,0,8,0,2,0,System.Byte[]
100100830,100,830,1,0,System.Byte[],100830,0,6,0,1,0,System.Byte[]
100100835,100,835,1,0,System.Byte[],100835,0,6,0,2,0,System.Byte[]
100100836,100,836,1,0,System.Byte[],100836,0,6,0,2,0,System.Byte[]
100100860,100,860,1,0,System.Byte[],100860,0,9,0,1,0,System.Byte[]
100100865,100,865,1,0,System.Byte[],100865,0,9,0,2,0,System.Byte[]
