ID,mapId,TransitionSrcWeather,padding0,isFireAsh,padding1,reserved2,AssetId0,AssetId1,AssetId2,AssetId3,AssetId4,AssetId5,AssetId6,AssetId7,reserved0,CreateAssetLimitId0,CreateAssetLimitId1,CreateAssetLimitId2,CreateAssetLimitId3,reserved1
60001211,60000099,21,System.Byte[],0,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001301,60000099,30,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001311,60000099,31,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001401,60000099,40,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001411,60000099,41,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001501,60000099,50,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001511,60000099,51,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001521,60000099,52,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001601,60000099,60,System.Byte[],0,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001821,60000099,82,System.Byte[],0,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001831,60000099,83,System.Byte[],0,System.Byte[],0,96012,96866,-1,96870,-1,96418,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001991,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60001002,60000099,0,System.Byte[],0,System.Byte[],0,96010,96882,96883,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001012,60000099,1,System.Byte[],0,System.Byte[],0,96010,-1,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001102,60000099,10,System.Byte[],0,System.Byte[],0,96010,96882,96883,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001112,60000099,11,System.Byte[],0,System.Byte[],0,96010,96882,96883,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001202,60000099,20,System.Byte[],0,System.Byte[],0,96010,96882,96883,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001212,60000099,21,System.Byte[],0,System.Byte[],0,96010,96882,96883,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001302,60000099,30,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001312,60000099,31,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001402,60000099,40,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001412,60000099,41,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001502,60000099,50,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001512,60000099,51,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001522,60000099,52,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001602,60000099,60,System.Byte[],0,System.Byte[],0,96010,96882,96883,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001822,60000099,82,System.Byte[],0,System.Byte[],0,96010,96882,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
61001992,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],2,-1,-1,-1,System.Byte[]
60001003,60000099,0,System.Byte[],0,System.Byte[],0,-1,96902,-1,96910,96415,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001013,60000099,1,System.Byte[],0,System.Byte[],0,96010,-1,-1,-1,96415,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001103,60000099,10,System.Byte[],0,System.Byte[],0,-1,96902,-1,96910,96415,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001113,60000099,11,System.Byte[],0,System.Byte[],0,-1,96902,-1,96910,96415,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001203,60000099,20,System.Byte[],0,System.Byte[],0,-1,96902,-1,96910,96415,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001213,60000099,21,System.Byte[],0,System.Byte[],0,-1,96902,-1,96910,96415,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001303,60000099,30,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001313,60000099,31,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001403,60000099,40,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001413,60000099,41,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001503,60000099,50,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001513,60000099,51,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001523,60000099,52,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001603,60000099,60,System.Byte[],0,System.Byte[],0,-1,96902,-1,96910,96415,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001823,60000099,82,System.Byte[],0,System.Byte[],0,-1,96902,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001993,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],3,-1,-1,-1,System.Byte[]
60001004,60000099,0,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001014,60000099,1,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001104,60000099,10,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001114,60000099,11,System.Byte[],0,System.Byte[],0,-1,96923,96921,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001204,60000099,20,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001214,60000099,21,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001304,60000099,30,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001314,60000099,31,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001404,60000099,40,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001414,60000099,41,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001504,60000099,50,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001514,60000099,51,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001524,60000099,52,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001604,60000099,60,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001814,60000099,81,System.Byte[],0,System.Byte[],0,96820,-1,96924,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
60001994,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],4,-1,-1,-1,System.Byte[]
600010021,60000099,0,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600010121,60000099,1,System.Byte[],0,System.Byte[],0,96010,-1,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600011021,60000099,10,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600011121,60000099,11,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600012021,60000099,20,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600012121,60000099,21,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600013021,60000099,30,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600013121,60000099,31,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600014021,60000099,40,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600014121,60000099,41,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600015021,60000099,50,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600015121,60000099,51,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600015221,60000099,52,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600016021,60000099,60,System.Byte[],0,System.Byte[],0,96010,96885,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600019921,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],21,-1,-1,-1,System.Byte[]
600010031,60000099,0,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600010131,60000099,1,System.Byte[],0,System.Byte[],0,96010,-1,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600011031,60000099,10,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600011131,60000099,11,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600012031,60000099,20,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600012131,60000099,21,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600013031,60000099,30,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600013131,60000099,31,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600014031,60000099,40,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600014131,60000099,41,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600015031,60000099,50,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600015131,60000099,51,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600015231,60000099,52,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600016031,60000099,60,System.Byte[],0,System.Byte[],0,96010,96906,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600019931,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],31,-1,-1,-1,System.Byte[]
600010041,60000099,0,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600010141,60000099,1,System.Byte[],0,System.Byte[],0,96010,-1,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600011041,60000099,10,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600011141,60000099,11,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600012041,60000099,20,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600012141,60000099,21,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600013041,60000099,30,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600013141,60000099,31,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600014041,60000099,40,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600014141,60000099,41,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600015041,60000099,50,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600015141,60000099,51,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600015241,60000099,52,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600016041,60000099,60,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600018141,60000099,81,System.Byte[],0,System.Byte[],0,96010,96860,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600019941,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],41,-1,-1,-1,System.Byte[]
600010042,60000099,0,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600010142,60000099,1,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600011042,60000099,10,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600011142,60000099,11,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600012042,60000099,20,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600012142,60000099,21,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600013042,60000099,30,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600013142,60000099,31,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600014042,60000099,40,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600014142,60000099,41,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600015042,60000099,50,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600015142,60000099,51,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600015242,60000099,52,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600016042,60000099,60,System.Byte[],0,System.Byte[],0,-1,96882,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
600019942,60000099,99,System.Byte[],0,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],42,-1,-1,-1,System.Byte[]
60002000,60000099,0,System.Byte[],1,System.Byte[],0,96010,96400,-1,96410,96411,96414,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002010,60000099,1,System.Byte[],1,System.Byte[],0,96010,-1,-1,96410,96411,96414,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002100,60000099,10,System.Byte[],1,System.Byte[],0,96010,96402,-1,96410,96411,96414,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002110,60000099,11,System.Byte[],1,System.Byte[],0,-1,96403,-1,96410,96411,96414,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002200,60000099,20,System.Byte[],1,System.Byte[],0,-1,96404,-1,96410,96411,96414,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002210,60000099,21,System.Byte[],1,System.Byte[],0,-1,96404,-1,96410,96411,96414,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002300,60000099,30,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002310,60000099,31,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002400,60000099,40,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002410,60000099,41,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002500,60000099,50,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002510,60000099,51,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002520,60000099,52,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002600,60000099,60,System.Byte[],1,System.Byte[],0,-1,96403,-1,96410,96411,96414,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002820,60000099,82,System.Byte[],1,System.Byte[],0,-1,96404,-1,-1,-1,-1,-1,94104,System.Byte[],0,-1,-1,-1,System.Byte[]
60002990,60000099,99,System.Byte[],1,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],0,-1,-1,-1,System.Byte[]
60002001,60000099,0,System.Byte[],1,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002011,60000099,1,System.Byte[],1,System.Byte[],0,96012,-1,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002101,60000099,10,System.Byte[],1,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002111,60000099,11,System.Byte[],1,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002201,60000099,20,System.Byte[],1,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002211,60000099,21,System.Byte[],1,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002301,60000099,30,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002311,60000099,31,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002401,60000099,40,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002411,60000099,41,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002501,60000099,50,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002511,60000099,51,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002521,60000099,52,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002601,60000099,60,System.Byte[],1,System.Byte[],0,-1,96864,-1,96870,96416,96417,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002821,60000099,82,System.Byte[],1,System.Byte[],0,-1,96864,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002831,60000099,83,System.Byte[],1,System.Byte[],0,96012,96866,-1,96870,-1,96418,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
60002991,60000099,99,System.Byte[],1,System.Byte[],0,96102,-1,-1,-1,-1,-1,-1,-1,System.Byte[],1,-1,-1,-1,System.Byte[]
