ID,AtkChrId,DefChrId,Dist,DiffAngMin,DiffAngMax,upperYRange,lowerYRange,diffAngMyToDef,throwTypeId,atkAnimId,defAnimId,escHp,selfEscCycleTime,sphereCastRadiusRateTop,sphereCastRadiusRateLow,PadType,AtkEnableState,throwFollowingType,pad2,throwType,selfEscCycleCnt,dmyHasChrDirType,isTurnAtker,isSkipWepCate,isSkipSphereCast,isEnableCorrectPos_forThrowAdjust,isEnableThrowFollowingFallAssist,isEnableThrowFollowingFeedback,pad0,atkSorbDmyId,defSorbDmyId,Dist_start,DiffAngMin_start,DiffAngMax_start,upperYRange_start,lowerYRange_start,diffAngMyToDef_start,judgeRangeBasePosDmyId1,judgeRangeBasePosDmyId2,adsrobModelPosInterpolationTime,throwFollowingEndEasingTime,pad1
10355020,0,3550,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10360020,0,3600,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10361020,0,3610,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10362020,0,3620,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,70,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10365020,0,3650,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10366020,0,3660,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10366120,0,3661,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10366220,0,3662,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10366420,0,3664,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10366520,0,3665,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10366620,0,3666,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10370020,0,3700,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10370120,0,3701,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10370220,0,3702,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10370320,0,3703,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10370420,0,3704,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10375020,0,3750,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10380020,0,3800,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10381020,0,3810,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10385020,0,3850,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10386020,0,3860,1.8,-180,180,0.45,0.45,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10390020,0,3900,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10390120,0,3901,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10395020,0,3950,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,40,40,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10397020,0,3970,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10405020,0,4050,1.5,-180,180,0.5,0.65,60,20,40090,11010,0,0,70,70,1,0,0,System.Byte[],0,0,0,0,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10410020,0,4100,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10410120,0,4101,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10412020,0,4120,2,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10430020,0,4300,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10431020,0,4310,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10431120,0,4311,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10431220,0,4312,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10431320,0,4313,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10431420,0,4314,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10431520,0,4315,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10431620,0,4316,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,0,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10432120,0,4321,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435020,0,4350,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435120,0,4351,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435220,0,4352,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435320,0,4353,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435420,0,4354,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435520,0,4355,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435620,0,4356,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10435820,0,4358,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437020,0,4370,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437120,0,4371,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437220,0,4372,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437320,0,4373,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437420,0,4374,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437520,0,4375,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437620,0,4376,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10437720,0,4377,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10438020,0,4380,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10438120,0,4381,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10438220,0,4382,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10438320,0,4383,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10438420,0,4384,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10438520,0,4385,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10482020,0,4820,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10700020,0,7000,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10910020,0,9100,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
10905120,0,9051,1.8,-180,180,0.65,0.65,60,20,40090,11010,0,0,80,80,1,0,0,System.Byte[],0,0,0,1,1,0,1,0,1,0,249,0,1.5,0,0,0.4,0.55,0,-1,-1,0,0.5,System.Byte[]
11201000,0,2010,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11210000,0,2100,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11214000,0,2140,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11300000,0,3000,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11301000,0,3010,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11302000,0,3020,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11306000,0,3060,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11306100,0,3061,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11307000,0,3070,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11308000,0,3080,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,80,80,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11315000,0,3150,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11317000,0,3170,1.8,-90,90,0.65,0.65,90,0,31720,11000,0,0,70,70,1,0,1,System.Byte[],1,0,255,0,0,0,1,0,1,0,0,231,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
11320000,0,3200,1.8,-90,90,0.65,0.65,90,0,31710,11000,0,0,70,70,1,0,1,System.Byte[],1,0,0,1,0,0,1,0,1,0,230,0,1.5,-45,45,0.65,0.65,70,-1,-1,0,0,System.Byte[]
