ID,hit0_Radius,hit1_Radius,hit2_Radius,hit3_Radius,knockbackDist,hitStopTime,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,hit0_DmyPoly1,hit1_DmyPoly1,hit2_DmyPoly1,hit3_DmyPoly1,hit0_DmyPoly2,hit1_DmyPoly2,hit2_DmyPoly2,hit3_DmyPoly2,blowingCorrection,atkPhysCorrection,atkMagCorrection,atkFireCorrection,atkThunCorrection,atkStamCorrection,guardAtkRateCorrection,guardBreakCorrection,atkThrowEscapeCorrection,subCategory1,subCategory2,atkPhys,atkMag,atkFire,atkThun,atkStam,guardAtkRate,guardBreakRate,pad6,isEnableCalcDamageForBushesObj,atkThrowEscape,atkObj,guardStaminaCutRate,guardRate,throwTypeId,hit0_hitType,hit1_hitType,hit2_hitType,hit3_hitType,hti0_Priority,hti1_Priority,hti2_Priority,hti3_Priority,dmgLevel,mapHitType,guardCutCancelRate,atkAttribute,spAttribute,atkType,atkMaterial,guardRangeType,defSeMaterial1,hitSourceType,throwFlag,disableGuard,disableStaminaAttack,disableHitSpEffect,IgnoreNotifyMissSwingForAI,repeatHitSfx,isArrowAtk,isGhostAtk,isDisableNoDamage,atkPow_forSfx,atkDir_forSfx,opposeTarget,friendlyTarget,selfTarget,isCheckDoorPenetration,isVsRideAtk,isAddBaseAtk,excludeThreatLvNotify,pad1,atkBehaviorId,atkPow_forSe,atkSuperArmor,decalId1,decalId2,AppearAiSoundId,HitAiSoundId,HitRumbleId,HitRumbleIdByNormal,HitRumbleIdByMiddle,HitRumbleIdByRoot,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,hit4_Radius,hit5_Radius,hit6_Radius,hit7_Radius,hit8_Radius,hit9_Radius,hit10_Radius,hit11_Radius,hit12_Radius,hit13_Radius,hit14_Radius,hit15_Radius,hit4_DmyPoly1,hit5_DmyPoly1,hit6_DmyPoly1,hit7_DmyPoly1,hit8_DmyPoly1,hit9_DmyPoly1,hit10_DmyPoly1,hit11_DmyPoly1,hit12_DmyPoly1,hit13_DmyPoly1,hit14_DmyPoly1,hit15_DmyPoly1,hit4_DmyPoly2,hit5_DmyPoly2,hit6_DmyPoly2,hit7_DmyPoly2,hit8_DmyPoly2,hit9_DmyPoly2,hit10_DmyPoly2,hit11_DmyPoly2,hit12_DmyPoly2,hit13_DmyPoly2,hit14_DmyPoly2,hit15_DmyPoly2,hit4_hitType,hit5_hitType,hit6_hitType,hit7_hitType,hit8_hitType,hit9_hitType,hit10_hitType,hit11_hitType,hit12_hitType,hit13_hitType,hit14_hitType,hit15_hitType,hti4_Priority,hti5_Priority,hti6_Priority,hti7_Priority,hti8_Priority,hti9_Priority,hti10_Priority,hti11_Priority,hti12_Priority,hti13_Priority,hti14_Priority,hti15_Priority,defSfxMaterial1,defSeMaterial2,defSfxMaterial2,atkDarkCorrection,atkDark,pad5,isDisableParry,isDisableBothHandsAtkBonus,isInvalidatedByNoDamageInAir,pad2,dmgLevel_vsPlayer,statusAilmentAtkPowerCorrectRate,spEffectAtkPowerCorrectRate_byPoint,spEffectAtkPowerCorrectRate_byRate,spEffectAtkPowerCorrectRate_byDmg,atkBehaviorId_2,throwDamageAttribute,statusAilmentAtkPowerCorrectRate_byPoint,overwriteAttackElementCorrectId,decalBaseId1,decalBaseId2,wepRegainHpScale,atkRegainHp,regainableTimeScale,regainableHpRateScale,regainableSlotId,spAttributeVariationValue,parryForwardOffset,atkSuperArmorCorrection,defSfxMaterialVariationValue,pad4
700520,0.4,0,0,0,0,0,2801,2811,-1,-1,-1,100,-1,-1,-1,130,-1,-1,-1,0,250,250,250,250,100,9900,100,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,2,255,0,255,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,250,0,0,1,1,0,0,0,100,100,100,100,0,0,100,-1,0,-1,1000,0,1,1,-1,0,0,0,0,System.Byte[]
700530,0.4,0,0,0,0,0,2801,2811,-1,1665,1667,100,-1,-1,-1,130,-1,-1,-1,0,500,500,500,500,100,9900,100,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,2,6,0,255,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,500,0,0,1,1,0,0,0,100,100,100,100,0,0,100,-1,0,-1,1000,0,1,1,-1,0,0,0,0,System.Byte[]
700540,0.4,0,0,0,0,0,2801,2811,-1,-1,-1,100,-1,-1,-1,130,-1,-1,-1,0,250,250,250,250,100,9900,100,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,2,255,0,255,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,250,0,0,1,1,0,0,0,100,100,100,100,0,0,100,-1,0,-1,1000,0,1,1,-1,0,0,0,0,System.Byte[]
700550,0.4,0,0,0,0,0,2801,2811,-1,1665,1667,100,-1,-1,-1,110,-1,-1,-1,0,400,400,400,400,100,9900,100,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,2,6,0,255,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,400,0,0,1,1,0,0,0,100,100,100,100,0,0,100,-1,0,-1,1000,0,1,1,-1,0,0,0,0,System.Byte[]
700560,0.4,0,0,0,0,0,2801,2811,-1,-1,-1,100,-1,-1,-1,130,-1,-1,-1,0,100,100,100,100,100,9900,100,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,2,6,0,255,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,100,0,0,1,1,0,0,0,100,100,100,100,0,0,100,-1,-1,-1,1000,0,1,1,-1,0,0,0,0,System.Byte[]
700561,0.4,0,0,0,0,0,2801,2811,-1,1665,1667,100,-1,-1,-1,130,-1,-1,-1,0,300,300,300,300,100,9900,100,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,255,2,6,0,255,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,300,0,0,1,1,0,0,0,100,100,100,100,0,0,100,-1,-1,-1,1000,0,1,1,-1,0,0,0,0,System.Byte[]
700590,0.5,0,0,0,0,0,-1,-1,-1,-1,-1,94,-1,-1,-1,95,-1,-1,-1,0,0,0,0,0,0,9900,100,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,6,0,255,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100,-1,-1,-1,0,0,1,1,-1,0,0,0,0,System.Byte[]
700591,0.55,0,0,0,0,0,-1,-1,-1,-1,-1,131,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,255,0,255,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,-1,-1,0,0,1,1,-1,0,0,0,0,System.Byte[]
700600,0.5,0.25,0,0,1.2,0.08,6903,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,110,110,110,110,120,100,120,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,110,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,100,0,System.Byte[]
700605,0.5,0.25,0,0,1.2,0.08,6903,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,110,110,110,110,120,100,120,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,110,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,100,0,System.Byte[]
700610,0.5,0.25,0,0,1.2,0.08,6903,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,110,110,110,110,120,100,120,100,101,104,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,110,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,200,0,System.Byte[]
700630,0.5,0.25,0,0,1.2,0.08,6903,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,100,100,100,100,100,9900,100,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,100,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,30,0,1,1,-1,0,0,50,0,System.Byte[]
700632,0.5,0.25,0,0,1.6,0.08,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,125,125,125,125,150,110,150,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,125,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,125,0,1,1,-1,0,0,200,0,System.Byte[]
700635,0.5,0.25,0,0,1.6,0.04,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,100,100,100,100,150,140,150,100,101,100,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,100,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,30,0,1,1,-1,0,0,100,0,System.Byte[]
700636,0.5,0.25,0,0,1.6,0.04,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,125,125,125,125,150,140,150,100,101,100,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,125,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,190,0,1,1,-1,0,0,500,0,System.Byte[]
700640,0.5,0.25,0,0,1.2,0.08,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,100,100,100,100,100,9900,100,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,100,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,30,0,1,1,-1,0,0,50,0,System.Byte[]
700642,0.5,0.25,0,0,1.6,0.08,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,125,125,125,125,150,110,150,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,125,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,125,0,1,1,-1,0,0,200,0,System.Byte[]
700645,0.5,0.25,0,0,1.6,0.08,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,125,125,125,125,150,140,150,100,101,100,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,125,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,190,0,1,1,-1,0,0,600,0,System.Byte[]
700650,0.5,0.25,0,0,1.2,0.08,6903,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,110,110,110,110,120,100,120,100,101,102,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,110,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,150,0,System.Byte[]
700660,0.5,0.25,0,0,1.6,0.08,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,125,125,125,125,150,110,150,100,101,102,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,125,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,125,0,1,1,-1,0,0,200,0,System.Byte[]
700665,0.5,0.25,0,0,1.6,0.08,6904,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,125,125,125,125,150,110,150,100,101,102,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,125,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,125,0,1,1,-1,0,0,200,0,System.Byte[]
700700,0.5,0.25,0,0,1.2,0.08,6903,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,110,110,110,110,120,100,120,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,110,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,100,0,System.Byte[]
700705,0.5,0.25,0,0,1.2,0.08,6903,-1,-1,1665,1667,100,110,-1,-1,110,-1,-1,-1,0,110,110,110,110,120,100,120,100,101,0,0,0,0,0,0,0,0,System.Byte[],0,0,20,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,255,0,255,0,255,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,139,139,110,0,0,0,1,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,100,0,System.Byte[]
